#Wave		#Intensity
1728.758789	41660.679688
1727.772461	41975.175781
1726.787109	42142.484375
1725.800781	42106.898438
1724.814453	41914.156250
1723.828125	41959.714844
1722.841797	41718.917969
1721.854492	41810.089844
1720.868164	41918.957031
1719.880859	42410.195313
1718.893555	41971.968750
1717.906250	42440.222656
1716.917969	41926.207031
1715.930664	42298.121094
1714.942383	41963.957031
1713.954102	42156.101563
1712.965820	42143.300781
1711.977539	42256.941406
1710.988281	42317.437500
1709.999023	42393.078125
1709.009766	42238.683594
1708.020508	42180.371094
1707.031250	42379.777344
1706.041992	42043.582031
1705.051758	42659.652344
1704.061523	42310.894531
1703.071289	42285.417969
1702.081055	42063.058594
1701.090820	42287.472656
1700.099609	42067.707031
1699.108398	42453.488281
1698.117188	42538.968750
1697.125977	42225.957031
1696.134766	42583.742188
1695.143555	42661.574219
1694.151367	42333.574219
1693.159180	42350.933594
1692.166992	42665.582031
1691.174805	43063.238281
1690.181641	42586.792969
1689.189453	42566.296875
1688.196289	42742.183594
1687.203125	43260.335938
1686.209961	43018.242188
1685.215820	43201.480469
1684.222656	43047.531250
1683.228516	43044.554688
1682.234375	42966.125000
1681.240234	43106.472656
1680.245117	43023.023438
1679.250977	43047.683594
1678.255859	43250.746094
1677.260742	43096.953125
1676.265625	43284.847656
1675.270508	43558.062500
1674.274414	43105.464844
1673.279297	43140.089844
1672.283203	43433.246094
1671.287109	43467.789063
1670.291016	43492.273438
1669.293945	43574.449219
1668.297852	43822.136719
1667.300781	43678.503906
1666.303711	43492.296875
1665.306641	43584.417969
1664.308594	43816.859375
1663.311523	44372.468750
1662.313477	43597.468750
1661.315430	44135.371094
1660.317383	44016.878906
1659.318359	44018.621094
1658.320313	44052.906250
1657.321289	44142.238281
1656.322266	43826.109375
1655.323242	44308.281250
1654.324219	44457.542969
1653.324219	44329.105469
1652.325195	44498.300781
1651.325195	44519.914063
1650.325195	44154.042969
1649.324219	44173.199219
1648.324219	44619.652344
1647.323242	44921.023438
1646.322266	44402.957031
1645.321289	44751.695313
1644.320313	44885.558594
1643.319336	44797.175781
1642.317383	44813.656250
1641.315430	45059.714844
1640.313477	44891.492188
1639.311523	44947.843750
1638.308594	44884.449219
1637.306641	45000.617188
1636.303711	45151.640625
1635.300781	44978.550781
1634.297852	45044.773438
1633.293945	45250.503906
1632.291016	45354.011719
1631.287109	45646.773438
1630.283203	45605.714844
1629.279297	45303.230469
1628.275391	45737.714844
1627.270508	45674.246094
1626.265625	45225.085938
1625.260742	45731.472656
1624.255859	45240.175781
1623.250977	45644.386719
1622.245117	45814.707031
1621.240234	45845.734375
1620.234375	45508.875000
1619.228516	45723.835938
1618.221680	45841.812500
