,Gate Voltage,Gate Current,Gate Time (ms),Drain Voltage,Drain Current,Gate Time
"1,840",7.02E-04,5.60E-06,16.780000,-6.00E-01,-2.93E-03,0.016780
"1,841",1.51E-04,4.50E-06,16.800000,-6.00E-01,-2.93E-03,0.016800
"1,842",-2.59E-04,3.00E-06,16.820000,-6.00E-01,-2.93E-03,0.016820
"1,843",-2.60E-04,2.60E-06,16.840000,-6.00E-01,-2.93E-03,0.016840
"1,844",4.83E-04,6.40E-06,16.860000,-6.00E-01,-2.93E-03,0.016860
"1,845",3.55E-04,5.60E-06,16.880000,-6.00E-01,-2.93E-03,0.016880
"1,846",-3.25E-04,4.20E-06,16.900000,-6.00E-01,-2.93E-03,0.016900
"1,847",3.95E-04,6.20E-06,16.920000,-6.00E-01,-2.93E-03,0.016920
"1,848",5.09E-04,4.70E-06,16.940000,-6.00E-01,-2.93E-03,0.016940
"1,849",-4.45E-04,3.10E-06,16.960000,-6.00E-01,-2.93E-03,0.016960
"1,850",-1.20E-05,3.00E-06,16.980000,-6.00E-01,-2.93E-03,0.016980
"1,851",-1.00E-04,6.50E-06,17.000000,-6.00E-01,-2.93E-03,0.017000
"1,852",-3.40E-05,4.80E-06,17.020000,-6.00E-01,-2.93E-03,0.017020
"1,853",-1.84E-04,4.60E-06,17.040000,-6.00E-01,-2.93E-03,0.017040
"1,854",5.42E-04,5.30E-06,17.060000,-6.00E-01,-2.93E-03,0.017060
"1,855",-4.81E-04,2.40E-06,17.080000,-6.00E-01,-2.93E-03,0.017080
"1,856",-3.80E-05,5.30E-06,17.100000,-6.00E-01,-2.93E-03,0.017100
"1,857",1.30E-04,6.50E-06,17.120000,-6.00E-01,-2.93E-03,0.017120
"1,858",6.14E-04,5.20E-06,17.140000,-6.00E-01,-2.93E-03,0.017140
"1,859",2.72E-04,4.90E-06,17.160000,-6.00E-01,-2.93E-03,0.017160
"1,860",6.43E-04,5.80E-06,17.180000,-6.00E-01,-2.93E-03,0.017180
"1,861",5.60E-05,5.10E-06,17.200000,-6.00E-01,-2.93E-03,0.017200
"1,862",1.47E-04,4.60E-06,17.220000,-6.00E-01,-2.93E-03,0.017220
"1,863",1.01E-04,5.20E-06,17.240000,-6.00E-01,-2.93E-03,0.017240
"1,864",-2.68E-04,2.90E-06,17.260000,-6.00E-01,-2.93E-03,0.017260
"1,865",8.70E-05,5.60E-06,17.280000,-6.00E-01,-2.93E-03,0.017280
"1,866",-1.60E-04,5.10E-06,17.300000,-6.00E-01,-2.93E-03,0.017300
"1,867",7.26E-04,8.00E-06,17.320000,-6.00E-01,-2.93E-03,0.017320
"1,868",-4.01E-04,3.40E-06,17.340000,-6.00E-01,-2.93E-03,0.017340
"1,869",6.40E-04,5.80E-06,17.360000,-6.00E-01,-2.93E-03,0.017360
"1,870",-4.00E-06,5.60E-06,17.380000,-6.00E-01,-2.93E-03,0.017380
"1,871",-2.70E-05,3.30E-06,17.400000,-6.00E-01,-2.93E-03,0.017400
"1,872",-1.99E-04,5.40E-06,17.420000,-6.00E-01,-2.93E-03,0.017420
"1,873",4.92E-04,5.50E-06,17.440000,-6.00E-01,-2.93E-03,0.017440
"1,874",-1.39E-04,5.00E-06,17.460000,-6.00E-01,-2.93E-03,0.017460
"1,875",3.43E-04,6.00E-06,17.480000,-6.00E-01,-2.93E-03,0.017480
"1,876",-2.59E-04,4.20E-06,17.500000,-6.00E-01,-2.93E-03,0.017500
"1,877",1.24E-04,3.10E-06,17.520000,-6.00E-01,-2.93E-03,0.017520
"1,878",2.85E-04,5.90E-06,17.540000,-6.00E-01,-2.93E-03,0.017540
"1,879",1.20E-04,5.10E-06,17.560000,-6.00E-01,-2.93E-03,0.017560
"1,880",-3.60E-05,3.60E-06,17.580000,-6.00E-01,-2.93E-03,0.017580
"1,881",-5.90E-05,5.50E-06,17.600000,-6.00E-01,-2.93E-03,0.017600
"1,882",-3.00E-05,5.10E-06,17.620000,-6.00E-01,-2.93E-03,0.017620
"1,883",-1.06E-04,3.80E-06,17.640000,-6.00E-01,-2.93E-03,0.017640
"1,884",-3.19E-04,3.50E-06,17.660000,-6.00E-01,-2.93E-03,0.017660
"1,885",6.74E-04,7.80E-06,17.680000,-6.00E-01,-2.93E-03,0.017680
"1,886",-3.36E-04,3.60E-06,17.700000,-6.00E-01,-2.93E-03,0.017700
"1,887",-4.24E-04,3.20E-06,17.720000,-6.00E-01,-2.93E-03,0.017720
"1,888",1.54E-04,6.50E-06,17.740000,-6.00E-01,-2.93E-03,0.017740
"1,889",1.53E-04,4.80E-06,17.760000,-6.00E-01,-2.93E-03,0.017760
"1,890",3.31E-04,5.20E-06,17.780000,-6.00E-01,-2.93E-03,0.017780
"1,891",3.43E-04,4.50E-06,17.800000,-6.00E-01,-2.93E-03,0.017800
"1,892",3.50E-05,4.90E-06,17.820000,-6.00E-01,-2.93E-03,0.017820
"1,893",4.50E-04,7.10E-06,17.840000,-6.00E-01,-2.93E-03,0.017840
"1,894",-2.50E-05,5.40E-06,17.860000,-6.00E-01,-2.93E-03,0.017860
"1,895",-1.28E-04,3.10E-06,17.880000,-6.00E-01,-2.93E-03,0.017880
"1,896",7.18E-04,6.60E-06,17.900000,-6.00E-01,-2.93E-03,0.017900
"1,897",2.88E-04,4.40E-06,17.920000,-6.00E-01,-2.93E-03,0.017920
"1,898",4.40E-04,5.10E-06,17.940000,-6.00E-01,-2.93E-03,0.017940
"1,899",1.52E-04,4.50E-06,17.960000,-6.00E-01,-2.93E-03,0.017960
"1,900",-5.95E-04,3.00E-06,17.980000,-6.00E-01,-2.93E-03,0.017980
"1,901",1.72E-04,4.40E-06,18.000000,-6.00E-01,-2.93E-03,0.018000
"1,902",-2.60E-05,4.20E-06,18.020000,-6.00E-01,-2.93E-03,0.018020
"1,903",-2.80E-05,3.20E-06,18.040000,-6.00E-01,-2.93E-03,0.018040
"1,904",-1.67E-04,4.70E-06,18.060000,-6.00E-01,-2.93E-03,0.018060
"1,905",2.67E-04,6.50E-06,18.080000,-6.00E-01,-2.93E-03,0.018080
"1,906",5.95E-04,6.90E-06,18.100000,-6.00E-01,-2.93E-03,0.018100
"1,907",-1.26E-04,5.30E-06,18.120000,-6.00E-01,-2.93E-03,0.018120
"1,908",-3.19E-04,4.70E-06,18.140000,-6.00E-01,-2.93E-03,0.018140
"1,909",2.27E-04,6.60E-06,18.160000,-6.00E-01,-2.93E-03,0.018160
"1,910",2.14E-04,5.60E-06,18.180000,-6.00E-01,-2.93E-03,0.018180
"1,911",5.76E-04,5.50E-06,18.200000,-6.00E-01,-2.93E-03,0.018200
"1,912",-5.34E-04,3.50E-06,18.220000,-6.00E-01,-2.93E-03,0.018220
"1,913",2.69E-04,3.80E-06,18.240000,-6.00E-01,-2.93E-03,0.018240
"1,914",-2.65E-04,3.30E-06,18.260000,-6.00E-01,-2.93E-03,0.018260
"1,915",7.00E-05,5.20E-06,18.280000,-6.00E-01,-2.93E-03,0.018280
"1,916",-1.58E-04,3.60E-06,18.300000,-6.00E-01,-2.93E-03,0.018300
"1,917",9.41E-04,7.90E-06,18.320000,-6.00E-01,-2.93E-03,0.018320
"1,918",5.00E-06,5.50E-06,18.340000,-6.00E-01,-2.93E-03,0.018340
"1,919",7.00E-05,4.80E-06,18.360000,-6.00E-01,-2.93E-03,0.018360
"1,920",-1.78E-04,4.70E-06,18.380000,-6.00E-01,-2.93E-03,0.018380
"1,921",5.32E-04,6.50E-06,18.400000,-6.00E-01,-2.93E-03,0.018400
"1,922",-3.10E-05,4.50E-06,18.420000,-6.00E-01,-2.93E-03,0.018420
"1,923",-1.65E-04,4.30E-06,18.440000,-6.00E-01,-2.93E-03,0.018440
"1,924",4.90E-04,5.20E-06,18.460000,-6.00E-01,-2.93E-03,0.018460
"1,925",1.95E-04,4.60E-06,18.480000,-6.00E-01,-2.93E-03,0.018480
"1,926",-4.33E-04,4.10E-06,18.500000,-6.00E-01,-2.93E-03,0.018500
"1,927",-4.21E-04,5.10E-06,18.520000,-6.00E-01,-2.93E-03,0.018520
"1,928",-6.02E-04,2.00E-06,18.540000,-6.00E-01,-2.93E-03,0.018540
"1,929",6.26E-04,5.50E-06,18.560000,-6.00E-01,-2.93E-03,0.018560
"1,930",1.80E-04,5.80E-06,18.580000,-6.00E-01,-2.93E-03,0.018580
"1,931",-1.90E-05,5.30E-06,18.600000,-6.00E-01,-2.93E-03,0.018600
"1,932",2.69E-04,4.90E-06,18.620000,-6.00E-01,-2.93E-03,0.018620
"1,933",0.00E+00,4.80E-06,18.640000,-6.00E-01,-2.93E-03,0.018640
"1,934",-2.28E-04,3.90E-06,18.660000,-6.00E-01,-2.93E-03,0.018660
"1,935",4.60E-05,6.10E-06,18.680000,-6.00E-01,-2.93E-03,0.018680
"1,936",4.87E-04,6.40E-06,18.700000,-6.00E-01,-2.93E-03,0.018700
"1,937",3.99E-04,4.20E-06,18.720000,-6.00E-01,-2.93E-03,0.018720
"1,938",-6.89E-04,3.40E-06,18.740000,-6.00E-01,-2.93E-03,0.018740
"1,939",1.78E-04,6.40E-06,18.760000,-6.00E-01,-2.93E-03,0.018760
"1,940",5.70E-05,4.40E-06,18.780000,-6.00E-01,-2.93E-03,0.018780
"1,941",-4.59E-04,2.50E-06,18.800000,-6.00E-01,-2.93E-03,0.018800
"1,942",5.79E-04,7.00E-06,18.820000,-6.00E-01,-2.93E-03,0.018820
"1,943",4.46E-04,6.50E-06,18.840000,-6.00E-01,-2.93E-03,0.018840
"1,944",6.11E-04,6.40E-06,18.860000,-6.00E-01,-2.93E-03,0.018860
"1,945",-3.30E-05,4.00E-06,18.880000,-6.00E-01,-2.93E-03,0.018880
"1,946",3.10E-04,5.40E-06,18.900000,-6.00E-01,-2.93E-03,0.018900
"1,947",5.90E-05,4.80E-06,18.920000,-6.00E-01,-2.93E-03,0.018920
"1,948",2.28E-04,4.80E-06,18.940000,-6.00E-01,-2.93E-03,0.018940
"1,949",2.80E-05,4.80E-06,18.960000,-6.00E-01,-2.93E-03,0.018960
"1,950",5.20E-04,7.20E-06,18.980000,-6.00E-01,-2.93E-03,0.018980
"1,951",-4.72E-04,3.30E-06,19.000000,-6.00E-01,-2.93E-03,0.019000
"1,952",2.35E-04,6.50E-06,19.020000,-6.00E-01,-2.93E-03,0.019020
"1,953",6.68E-04,6.80E-06,19.040000,-6.00E-01,-2.93E-03,0.019040
"1,954",2.91E-04,3.70E-06,19.060000,-6.00E-01,-2.93E-03,0.019060
"1,955",1.18E-04,4.20E-06,19.080000,-6.00E-01,-2.93E-03,0.019080
"1,956",3.24E-04,4.90E-06,19.100000,-6.00E-01,-2.93E-03,0.019100
"1,957",-5.40E-05,5.00E-06,19.120000,-6.00E-01,-2.93E-03,0.019120
"1,958",3.52E-04,6.50E-06,19.140000,-6.00E-01,-2.93E-03,0.019140
"1,959",-1.34E-04,5.00E-06,19.160000,-6.00E-01,-2.93E-03,0.019160
"1,960",-2.40E-05,5.10E-06,19.180000,-6.00E-01,-2.93E-03,0.019180
"1,961",4.98E-04,6.70E-06,19.200000,-6.00E-01,-2.93E-03,0.019200
"1,962",2.32E-04,4.70E-06,19.220000,-6.00E-01,-2.93E-03,0.019220
"1,963",-2.50E-05,4.40E-06,19.240000,-6.00E-01,-2.93E-03,0.019240
"1,964",-2.34E-04,3.90E-06,19.260000,-6.00E-01,-2.93E-03,0.019260
"1,965",1.00E-05,5.30E-06,19.280000,-6.00E-01,-2.93E-03,0.019280
"1,966",2.00E-04,4.80E-06,19.300000,-6.00E-01,-2.93E-03,0.019300
"1,967",3.30E-04,7.10E-06,19.320000,-6.00E-01,-2.93E-03,0.019320
"1,968",6.65E-04,7.60E-06,19.340000,-6.00E-01,-2.93E-03,0.019340
"1,969",1.93E-04,3.90E-06,19.360000,-6.00E-01,-2.93E-03,0.019360
"1,970",7.00E-06,5.90E-06,19.380000,-6.00E-01,-2.93E-03,0.019380
"1,971",-1.10E-05,5.10E-06,19.400000,-6.00E-01,-2.93E-03,0.019400
"1,972",1.17E-04,6.20E-06,19.420000,-6.00E-01,-2.93E-03,0.019420
"1,973",5.40E-05,3.40E-06,19.440000,-6.00E-01,-2.93E-03,0.019440
"1,974",1.86E-04,5.70E-06,19.460000,-6.00E-01,-2.93E-03,0.019460
"1,975",3.10E-05,5.90E-06,19.480000,-6.00E-01,-2.93E-03,0.019480
"1,976",-5.61E-04,2.20E-06,19.500000,-6.00E-01,-2.93E-03,0.019500
"1,977",2.13E-04,5.80E-06,19.520000,-6.00E-01,-2.93E-03,0.019520
"1,978",-1.84E-04,3.90E-06,19.540000,-6.00E-01,-2.93E-03,0.019540
"1,979",6.21E-04,6.80E-06,19.560000,-6.00E-01,-2.93E-03,0.019560
"1,980",9.80E-05,4.70E-06,19.580000,-6.00E-01,-2.93E-03,0.019580
"1,981",1.42E-04,4.50E-06,19.600000,-6.00E-01,-2.93E-03,0.019600
"1,982",-2.06E-04,4.00E-06,19.620000,-6.00E-01,-2.93E-03,0.019620
"1,983",-8.20E-05,2.90E-06,19.640000,-6.00E-01,-2.93E-03,0.019640
"1,984",-5.35E-04,2.00E-06,19.660000,-6.00E-01,-2.93E-03,0.019660
"1,985",5.77E-04,5.20E-06,19.680000,-6.00E-01,-2.93E-03,0.019680
"1,986",4.59E-04,6.30E-06,19.700000,-6.00E-01,-2.93E-03,0.019700
"1,987",7.86E-04,5.70E-06,19.720000,-6.00E-01,-2.93E-03,0.019720
"1,988",-4.77E-04,1.40E-06,19.740000,-6.00E-01,-2.93E-03,0.019740
"1,989",2.32E-04,5.90E-06,19.760000,-6.00E-01,-2.93E-03,0.019760
"1,990",-2.70E-05,5.10E-06,19.780000,-6.00E-01,-2.93E-03,0.019780
"1,991",2.35E-04,4.40E-06,19.800000,-6.00E-01,-2.93E-03,0.019800
"1,992",1.73E-04,5.30E-06,19.820000,-6.00E-01,-2.93E-03,0.019820
"1,993",2.49E-04,5.60E-06,19.840000,-6.00E-01,-2.93E-03,0.019840
"1,994",6.70E-05,5.10E-06,19.860000,-6.00E-01,-2.93E-03,0.019860
"1,995",-1.38E-04,4.50E-06,19.880000,-6.00E-01,-2.93E-03,0.019880
"1,996",9.21E-04,6.80E-06,19.900000,-6.00E-01,-2.93E-03,0.019900
"1,997",1.33E-04,3.70E-06,19.920000,-6.00E-01,-2.93E-03,0.019920
"1,998",6.82E-04,6.10E-06,19.940000,-6.00E-01,-2.93E-03,0.019940
"1,999",1.57E-04,4.30E-06,19.960000,-6.00E-01,-2.93E-03,0.019960
"11,000",5.16E-04,4.60E-06,19.980000,-6.00E-01,-2.93E-03,0.019980
"11,001",-1.49E-04,4.50E-06,20.000000,-6.00E-01,-2.93E-03,0.020000
"11,002",3.00E-04,3.70E-06,20.020000,-6.00E-01,-2.93E-03,0.020020
"11,003",4.83E-04,6.10E-06,20.040000,-6.00E-01,-2.93E-03,0.020040
"11,004",2.18E-04,5.50E-06,20.060000,-6.00E-01,-2.93E-03,0.020060
"11,005",3.69E-04,4.70E-06,20.080000,-6.00E-01,-2.93E-03,0.020080
"11,006",-1.10E-05,4.80E-06,20.100000,-6.00E-01,-2.93E-03,0.020100
"11,007",-2.98E-04,2.50E-06,20.120000,-6.00E-01,-2.93E-03,0.020120
"11,008",7.44E-04,5.80E-06,20.140000,-6.00E-01,-2.93E-03,0.020140
"11,009",3.14E-04,5.20E-06,20.160000,-6.00E-01,-2.93E-03,0.020160
"11,010",3.15E-04,5.30E-06,20.180000,-6.00E-01,-2.93E-03,0.020180
"11,011",5.40E-05,4.80E-06,20.200000,-6.00E-01,-2.93E-03,0.020200
"11,012",2.23E-04,5.40E-06,20.220000,-6.00E-01,-2.93E-03,0.020220
"11,013",-3.60E-04,4.00E-06,20.240000,-6.00E-01,-2.93E-03,0.020240
"11,014",7.60E-05,5.30E-06,20.260000,-6.00E-01,-2.93E-03,0.020260
"11,015",2.78E-04,5.20E-06,20.280000,-6.00E-01,-2.93E-03,0.020280
"11,016",2.80E-05,6.20E-06,20.300000,-6.00E-01,-2.93E-03,0.020300
"11,017",-2.20E-04,4.40E-06,20.320000,-6.00E-01,-2.93E-03,0.020320
"11,018",-4.07E-04,2.90E-06,20.340000,-6.00E-01,-2.93E-03,0.020340
"11,019",3.36E-04,6.30E-06,20.360000,-6.00E-01,-2.93E-03,0.020360
"11,020",5.47E-04,6.30E-06,20.380000,-6.00E-01,-2.93E-03,0.020380
"11,021",-1.57E-04,5.50E-06,20.400000,-6.00E-01,-2.93E-03,0.020400
"11,022",-4.19E-04,3.60E-06,20.420000,-6.00E-01,-2.93E-03,0.020420
"11,023",5.10E-05,2.90E-06,20.440000,-6.00E-01,-2.93E-03,0.020440
"11,024",-5.18E-04,2.90E-06,20.460000,-6.00E-01,-2.93E-03,0.020460
"11,025",-1.00E-06,3.80E-06,20.480000,-6.00E-01,-2.93E-03,0.020480
"11,026",8.10E-05,5.30E-06,20.500000,-6.00E-01,-2.93E-03,0.020500
"11,027",2.42E-04,5.70E-06,20.520000,-6.00E-01,-2.93E-03,0.020520
"11,028",7.44E-04,6.10E-06,20.540000,-6.00E-01,-2.93E-03,0.020540
"11,029",-9.20E-05,4.00E-06,20.560000,-6.00E-01,-2.93E-03,0.020560
"11,030",-3.40E-05,5.20E-06,20.580000,-6.00E-01,-2.93E-03,0.020580
"11,031",-1.59E-04,4.40E-06,20.600000,-6.00E-01,-2.93E-03,0.020600
"11,032",2.91E-04,4.40E-06,20.620000,-6.00E-01,-2.93E-03,0.020620
"11,033",-3.10E-05,4.00E-06,20.640000,-6.00E-01,-2.93E-03,0.020640
"11,034",3.08E-04,5.60E-06,20.660000,-6.00E-01,-2.93E-03,0.020660
"11,035",1.81E-04,5.80E-06,20.680000,-6.00E-01,-2.93E-03,0.020680
"11,036",1.16E-04,2.70E-06,20.700000,-6.00E-01,-2.93E-03,0.020700
"11,037",4.70E-04,6.90E-06,20.720000,-6.00E-01,-2.93E-03,0.020720
"11,038",2.40E-05,4.50E-06,20.740000,-6.00E-01,-2.93E-03,0.020740
"11,039",-2.23E-04,1.90E-06,20.760000,-6.00E-01,-2.93E-03,0.020760
"11,040",3.91E-04,5.30E-06,20.780000,-6.00E-01,-2.93E-03,0.020780
"11,041",3.69E-04,4.80E-06,20.800000,-6.00E-01,-2.93E-03,0.020800
"11,042",2.06E-04,6.20E-06,20.820000,-6.00E-01,-2.93E-03,0.020820
"11,043",-2.78E-04,5.40E-06,20.840000,-6.00E-01,-2.93E-03,0.020840
"11,044",-4.30E-05,5.20E-06,20.860000,-6.00E-01,-2.93E-03,0.020860
"11,045",2.50E-04,4.40E-06,20.880000,-6.00E-01,-2.93E-03,0.020880
"11,046",2.78E-04,5.40E-06,20.900000,-6.00E-01,-2.93E-03,0.020900
"11,047",3.70E-05,5.00E-06,20.920000,-6.00E-01,-2.93E-03,0.020920
"11,048",-6.00E-04,3.10E-06,20.940000,-6.00E-01,-2.93E-03,0.020940
"11,049",3.12E-04,4.50E-06,20.960000,-6.00E-01,-2.93E-03,0.020960
"11,050",4.31E-04,6.70E-06,20.980000,-6.00E-01,-2.93E-03,0.020980
"11,051",3.27E-04,5.70E-06,21.000000,-6.00E-01,-2.93E-03,0.021000
"11,052",-4.70E-05,3.70E-06,21.020000,-6.00E-01,-2.93E-03,0.021020
"11,053",-8.20E-05,5.00E-06,21.040000,-6.00E-01,-2.93E-03,0.021040
"11,054",2.19E-04,5.10E-06,21.060000,-6.00E-01,-2.93E-03,0.021060
"11,055",4.64E-04,5.80E-06,21.080000,-6.00E-01,-2.93E-03,0.021080
"11,056",-5.57E-04,3.20E-06,21.100000,-6.00E-01,-2.93E-03,0.021100
"11,057",3.48E-04,5.70E-06,21.120000,-6.00E-01,-2.93E-03,0.021120
"11,058",-5.20E-05,4.80E-06,21.140000,-6.00E-01,-2.93E-03,0.021140
"11,059",5.10E-05,4.60E-06,21.160000,-6.00E-01,-2.93E-03,0.021160
"11,060",-3.20E-05,4.60E-06,21.180000,-6.00E-01,-2.93E-03,0.021180
"11,061",5.88E-04,7.40E-06,21.200000,-6.00E-01,-2.93E-03,0.021200
"11,062",2.93E-04,7.00E-06,21.220000,-6.00E-01,-2.93E-03,0.021220
"11,063",-2.55E-04,3.50E-06,21.240000,-6.00E-01,-2.93E-03,0.021240
"11,064",-3.70E-05,4.70E-06,21.260000,-6.00E-01,-2.93E-03,0.021260
"11,065",9.81E-04,7.80E-06,21.280000,-6.00E-01,-2.93E-03,0.021280
"11,066",2.06E-04,5.30E-06,21.300000,-6.00E-01,-2.93E-03,0.021300
"11,067",-4.33E-04,4.10E-06,21.320000,-6.00E-01,-2.93E-03,0.021320
"11,068",6.10E-05,3.50E-06,21.340000,-6.00E-01,-2.93E-03,0.021340
"11,069",-1.80E-04,3.90E-06,21.360000,-6.00E-01,-2.93E-03,0.021360
"11,070",-2.80E-05,4.10E-06,21.380000,-6.00E-01,-2.93E-03,0.021380
"11,071",3.00E-05,2.80E-06,21.400000,-6.00E-01,-2.93E-03,0.021400
"11,072",3.00E-06,4.90E-06,21.420000,-6.00E-01,-2.93E-03,0.021420
"11,073",3.17E-04,4.60E-06,21.440000,-6.00E-01,-2.93E-03,0.021440
"11,074",-4.55E-04,4.80E-06,21.460000,-6.00E-01,-2.93E-03,0.021460
"11,075",1.95E-04,5.60E-06,21.480000,-6.00E-01,-2.93E-03,0.021480
"11,076",-6.70E-05,4.90E-06,21.500000,-6.00E-01,-2.93E-03,0.021500
"11,077",4.57E-04,6.40E-06,21.520000,-6.00E-01,-2.93E-03,0.021520
"11,078",2.90E-05,5.10E-06,21.540000,-6.00E-01,-2.93E-03,0.021540
"11,079",2.75E-04,5.40E-06,21.560000,-6.00E-01,-2.93E-03,0.021560
"11,080",-5.11E-04,3.20E-06,21.580000,-6.00E-01,-2.93E-03,0.021580
"11,081",2.25E-04,6.30E-06,21.600000,-6.00E-01,-2.93E-03,0.021600
"11,082",-1.82E-04,5.30E-06,21.620000,-6.00E-01,-2.93E-03,0.021620
"11,083",4.32E-04,6.90E-06,21.640000,-6.00E-01,-2.93E-03,0.021640
"11,084",-5.67E-04,2.40E-06,21.660000,-6.00E-01,-2.93E-03,0.021660
"11,085",2.94E-04,4.00E-06,21.680000,-6.00E-01,-2.93E-03,0.021680
"11,086",-6.81E-04,3.30E-06,21.700000,-6.00E-01,-2.93E-03,0.021700
"11,087",3.90E-05,4.70E-06,21.720000,-6.00E-01,-2.93E-03,0.021720
"11,088",4.82E-04,7.10E-06,21.740000,-6.00E-01,-2.93E-03,0.021740
"11,089",-2.05E-04,2.20E-06,21.760000,-6.00E-01,-2.93E-03,0.021760
"11,090",7.00E-06,5.90E-06,21.780000,-6.00E-01,-2.93E-03,0.021780
"11,091",-1.31E-04,5.70E-06,21.800000,-6.00E-01,-2.93E-03,0.021800
"11,092",-5.80E-05,7.20E-06,21.820000,-6.00E-01,-2.93E-03,0.021820
"11,093",-4.93E-04,3.00E-06,21.840000,-6.00E-01,-2.93E-03,0.021840
"11,094",2.24E-04,4.70E-06,21.860000,-6.00E-01,-2.93E-03,0.021860
"11,095",7.50E-05,6.10E-06,21.880000,-6.00E-01,-2.93E-03,0.021880
"11,096",4.99E-04,5.30E-06,21.900000,-6.00E-01,-2.93E-03,0.021900
"11,097",2.33E-04,5.10E-06,21.920000,-6.00E-01,-2.93E-03,0.021920
"11,098",-1.64E-04,5.40E-06,21.940000,-6.00E-01,-2.93E-03,0.021940
"11,099",3.35E-04,4.40E-06,21.960000,-6.00E-01,-2.93E-03,0.021960
"11,100",3.83E-04,5.70E-06,21.980000,-6.00E-01,-2.93E-03,0.021980
"11,101",4.18E-04,4.90E-06,22.000000,-6.00E-01,-2.93E-03,0.022000
"11,102",-3.31E-04,5.40E-06,22.020000,-6.00E-01,-2.93E-03,0.022020
"11,103",6.14E-04,7.20E-06,22.040000,-6.00E-01,-2.93E-03,0.022040
"11,104",1.44E-04,4.80E-06,22.060000,-6.00E-01,-2.93E-03,0.022060
"11,105",1.50E-04,4.40E-06,22.080000,-6.00E-01,-2.93E-03,0.022080
"11,106",-4.20E-05,5.00E-06,22.100000,-6.00E-01,-2.93E-03,0.022100
"11,107",7.29E-04,7.00E-06,22.120000,-6.00E-01,-2.93E-03,0.022120
"11,108",2.70E-05,4.90E-06,22.140000,-6.00E-01,-2.93E-03,0.022140
"11,109",1.55E-04,3.60E-06,22.160000,-6.00E-01,-2.93E-03,0.022160
"11,110",2.90E-05,4.50E-06,22.180000,-6.00E-01,-2.93E-03,0.022180
"11,111",-8.20E-05,4.40E-06,22.200000,-6.00E-01,-2.93E-03,0.022200
"11,112",-1.09E-04,4.30E-06,22.220000,-6.00E-01,-2.93E-03,0.022220
"11,113",2.76E-04,4.40E-06,22.240000,-6.00E-01,-2.93E-03,0.022240
"11,114",-2.09E-04,3.40E-06,22.260000,-6.00E-01,-2.93E-03,0.022260
"11,115",3.10E-04,3.70E-06,22.280000,-6.00E-01,-2.93E-03,0.022280
"11,116",-6.70E-05,3.00E-06,22.300000,-6.00E-01,-2.93E-03,0.022300
"11,117",9.60E-05,5.60E-06,22.320000,-6.00E-01,-2.93E-03,0.022320
"11,118",-8.90E-05,2.90E-06,22.340000,-6.00E-01,-2.93E-03,0.022340
"11,119",-3.20E-05,3.20E-06,22.360000,-6.00E-01,-2.93E-03,0.022360
"11,120",2.65E-04,4.90E-06,22.380000,-6.00E-01,-2.93E-03,0.022380
"11,121",2.24E-04,5.20E-06,22.400000,-6.00E-01,-2.93E-03,0.022400
"11,122",-1.39E-04,4.00E-06,22.420000,-6.00E-01,-2.93E-03,0.022420
"11,123",-4.00E-05,4.40E-06,22.440000,-6.00E-01,-2.93E-03,0.022440
"11,124",-3.27E-04,2.40E-06,22.460000,-6.00E-01,-2.93E-03,0.022460
"11,125",-3.12E-04,2.40E-06,22.480000,-6.00E-01,-2.93E-03,0.022480
"11,126",3.83E-04,6.10E-06,22.500000,-6.00E-01,-2.93E-03,0.022500
"11,127",-5.82E-04,3.00E-06,22.520000,-6.00E-01,-2.93E-03,0.022520
"11,128",2.32E-04,4.80E-06,22.540000,-6.00E-01,-2.93E-03,0.022540
"11,129",-2.60E-05,3.30E-06,22.560000,-6.00E-01,-2.93E-03,0.022560
"11,130",-1.94E-04,5.10E-06,22.580000,-6.00E-01,-2.93E-03,0.022580
"11,131",6.49E-04,5.20E-06,22.600000,-6.00E-01,-2.93E-03,0.022600
"11,132",-4.90E-04,3.10E-06,22.620000,-6.00E-01,-2.93E-03,0.022620
"11,133",8.19E-04,6.40E-06,22.640000,-6.00E-01,-2.93E-03,0.022640
"11,134",-2.50E-05,4.70E-06,22.660000,-6.00E-01,-2.93E-03,0.022660
"11,135",1.73E-04,4.30E-06,22.680000,-6.00E-01,-2.93E-03,0.022680
"11,136",-5.20E-05,4.30E-06,22.700000,-6.00E-01,-2.93E-03,0.022700
"11,137",6.10E-05,5.00E-06,22.720000,-6.00E-01,-2.93E-03,0.022720
"11,138",2.52E-04,5.30E-06,22.740000,-6.00E-01,-2.93E-03,0.022740
"11,139",4.24E-04,5.60E-06,22.760000,-6.00E-01,-2.93E-03,0.022760
"11,140",-2.52E-04,5.40E-06,22.780000,-6.00E-01,-2.93E-03,0.022780
"11,141",1.90E-05,5.60E-06,22.800000,-6.00E-01,-2.93E-03,0.022800
"11,142",6.72E-04,7.20E-06,22.820000,-6.00E-01,-2.93E-03,0.022820
"11,143",9.80E-05,4.10E-06,22.840000,-6.00E-01,-2.93E-03,0.022840
"11,144",6.32E-04,5.80E-06,22.860000,-6.00E-01,-2.93E-03,0.022860
"11,145",-1.94E-04,3.50E-06,22.880000,-6.00E-01,-2.93E-03,0.022880
"11,146",2.81E-04,4.70E-06,22.900000,-6.00E-01,-2.93E-03,0.022900
