,Gate Voltage,Gate Current,Gate Time (ms),Drain Voltage,Drain Current,Gate Time
"1,1",4.40E-05,5.10E-06,0.000000,-6.00E-01,-2.94E-03,0.000000
"1,2",2.78E-04,6.80E-06,0.020000,-6.00E-01,-2.94E-03,0.000020
"1,3",-3.90E-04,3.80E-06,0.040000,-6.00E-01,-2.94E-03,0.000040
"1,4",3.00E-04,6.40E-06,0.060000,-6.00E-01,-2.94E-03,0.000060
"1,5",-2.24E-04,3.80E-06,0.080000,-6.00E-01,-2.94E-03,0.000080
"1,6",2.87E-04,5.90E-06,0.100000,-6.00E-01,-2.94E-03,0.000100
"1,7",-6.10E-05,3.70E-06,0.120000,-6.00E-01,-2.94E-03,0.000120
"1,8",1.74E-04,6.20E-06,0.140000,-6.00E-01,-2.94E-03,0.000140
"1,9",-3.73E-04,2.10E-06,0.160000,-6.00E-01,-2.94E-03,0.000160
"1,10",5.97E-04,4.80E-06,0.180000,-6.00E-01,-2.94E-03,0.000180
"1,11",-3.53E-04,3.00E-06,0.200000,-6.00E-01,-2.94E-03,0.000200
"1,12",8.46E-04,6.90E-06,0.220000,-6.00E-01,-2.94E-03,0.000220
"1,13",-3.38E-04,4.50E-06,0.240000,-6.00E-01,-2.94E-03,0.000240
"1,14",-1.20E-05,5.80E-06,0.260000,-6.00E-01,-2.94E-03,0.000260
"1,15",3.53E-04,4.30E-06,0.280000,-6.00E-01,-2.94E-03,0.000280
"1,16",-1.00E-06,6.40E-06,0.300000,-6.00E-01,-2.94E-03,0.000300
"1,17",1.27E-04,5.60E-06,0.320000,-6.00E-01,-2.94E-03,0.000320
"1,18",3.13E-04,5.70E-06,0.340000,-6.00E-01,-2.94E-03,0.000340
"1,19",-4.40E-04,4.20E-06,0.360000,-6.00E-01,-2.94E-03,0.000360
"1,20",1.98E-04,4.30E-06,0.380000,-6.00E-01,-2.94E-03,0.000380
"1,21",4.22E-04,4.60E-06,0.400000,-6.00E-01,-2.94E-03,0.000400
"1,22",2.17E-04,5.70E-06,0.420000,-6.00E-01,-2.94E-03,0.000420
"1,23",1.88E-04,4.90E-06,0.440000,-6.00E-01,-2.94E-03,0.000440
"1,24",7.70E-05,5.70E-06,0.460000,-6.00E-01,-2.94E-03,0.000460
"1,25",2.50E-04,5.50E-06,0.480000,-6.00E-01,-2.94E-03,0.000480
"1,26",-1.15E-04,4.10E-06,0.500000,-6.00E-01,-2.94E-03,0.000500
"1,27",-9.65E-04,1.90E-06,0.520000,-6.00E-01,-2.94E-03,0.000520
"1,28",4.09E-04,5.90E-06,0.540000,-6.00E-01,-2.94E-03,0.000540
"1,29",1.27E-04,4.50E-06,0.560000,-6.00E-01,-2.94E-03,0.000560
"1,30",4.50E-05,3.90E-06,0.580000,-6.00E-01,-2.94E-03,0.000580
"1,31",6.00E-06,5.30E-06,0.600000,-6.00E-01,-2.94E-03,0.000600
"1,32",4.53E-04,7.20E-06,0.620000,-6.00E-01,-2.94E-03,0.000620
"1,33",-4.99E-04,3.40E-06,0.640000,-6.00E-01,-2.94E-03,0.000640
"1,34",7.90E-05,5.90E-06,0.660000,-6.00E-01,-2.94E-03,0.000660
"1,35",-2.59E-04,2.50E-06,0.680000,-6.00E-01,-2.94E-03,0.000680
"1,36",-5.38E-04,3.30E-06,0.700000,-6.00E-01,-2.94E-03,0.000700
"1,37",6.20E-05,4.40E-06,0.720000,-6.00E-01,-2.94E-03,0.000720
"1,38",5.30E-05,5.00E-06,0.740000,-6.00E-01,-2.94E-03,0.000740
"1,39",6.58E-04,5.90E-06,0.760000,-6.00E-01,-2.94E-03,0.000760
"1,40",2.44E-04,4.70E-06,0.780000,-6.00E-01,-2.94E-03,0.000780
"1,41",-9.40E-05,4.00E-06,0.800000,-6.00E-01,-2.94E-03,0.000800
"1,42",3.20E-05,7.30E-06,0.820000,-6.00E-01,-2.94E-03,0.000820
"1,43",-7.73E-04,2.30E-06,0.840000,-6.00E-01,-2.93E-03,0.000840
"1,44",7.35E-04,6.70E-06,0.860000,-6.00E-01,-2.94E-03,0.000860
"1,45",-7.90E-05,4.50E-06,0.880000,-6.00E-01,-2.94E-03,0.000880
"1,46",4.15E-04,7.00E-06,0.900000,-6.00E-01,-2.94E-03,0.000900
"1,47",1.00E-06,4.60E-06,0.920000,-6.00E-01,-2.94E-03,0.000920
"1,48",9.50E-05,7.60E-06,0.940000,-6.00E-01,-2.94E-03,0.000940
"1,49",3.40E-04,4.40E-06,0.960000,-6.00E-01,-2.94E-03,0.000960
"1,50",3.10E-05,5.30E-06,0.980000,-6.00E-01,-2.94E-03,0.000980
"1,51",4.57E-04,6.30E-06,1.000000,-6.00E-01,-2.94E-03,0.001000
"1,52",-1.74E-04,5.70E-06,1.020000,-6.00E-01,-2.94E-03,0.001020
"1,53",-3.85E-04,2.80E-06,1.040000,-6.00E-01,-2.94E-03,0.001040
"1,54",6.34E-04,6.50E-06,1.060000,-6.00E-01,-2.94E-03,0.001060
"1,55",-2.44E-04,3.10E-06,1.080000,-6.00E-01,-2.94E-03,0.001080
"1,56",1.04E-04,5.20E-06,1.100000,-6.00E-01,-2.94E-03,0.001100
"1,57",1.71E-04,5.40E-06,1.120000,-6.00E-01,-2.94E-03,0.001120
"1,58",7.00E-06,6.50E-06,1.140000,-6.00E-01,-2.94E-03,0.001140
"1,59",-5.34E-04,2.30E-06,1.160000,-6.00E-01,-2.94E-03,0.001160
"1,60",7.29E-04,5.60E-06,1.180000,-6.00E-01,-2.94E-03,0.001180
"1,61",1.62E-04,3.50E-06,1.200000,-6.00E-01,-2.94E-03,0.001200
"1,62",2.38E-04,6.30E-06,1.220000,-6.00E-01,-2.94E-03,0.001220
"1,63",-3.90E-05,5.50E-06,1.240000,-6.00E-01,-2.94E-03,0.001240
"1,64",-3.08E-04,3.80E-06,1.260000,-6.00E-01,-2.94E-03,0.001260
"1,65",-2.40E-05,5.40E-06,1.280000,-6.00E-01,-2.94E-03,0.001280
"1,66",4.73E-04,6.00E-06,1.300000,-6.00E-01,-2.94E-03,0.001300
"1,67",2.93E-04,6.40E-06,1.320000,-6.00E-01,-2.94E-03,0.001320
"1,68",-3.60E-05,4.40E-06,1.340000,-6.00E-01,-2.94E-03,0.001340
"1,69",2.33E-04,5.60E-06,1.360000,-6.00E-01,-2.94E-03,0.001360
"1,70",-6.90E-05,5.80E-06,1.380000,-6.00E-01,-2.94E-03,0.001380
"1,71",1.43E-04,4.60E-06,1.400000,-6.00E-01,-2.94E-03,0.001400
"1,72",1.59E-04,5.60E-06,1.420000,-6.00E-01,-2.94E-03,0.001420
"1,73",5.70E-05,4.40E-06,1.440000,-6.00E-01,-2.93E-03,0.001440
"1,74",-6.30E-05,5.40E-06,1.460000,-6.00E-01,-2.94E-03,0.001460
"1,75",4.97E-04,5.80E-06,1.480000,-6.00E-01,-2.94E-03,0.001480
"1,76",2.81E-04,5.80E-06,1.500000,-6.00E-01,-2.94E-03,0.001500
"1,77",-6.00E-05,5.10E-06,1.520000,-6.00E-01,-2.94E-03,0.001520
"1,78",1.36E-04,4.00E-06,1.540000,-6.00E-01,-2.94E-03,0.001540
"1,79",4.47E-04,5.90E-06,1.560000,-6.00E-01,-2.94E-03,0.001560
"1,80",1.24E-04,6.30E-06,1.580000,-6.00E-01,-2.94E-03,0.001580
"1,81",-6.80E-05,4.90E-06,1.600000,-6.00E-01,-2.94E-03,0.001600
"1,82",-5.06E-04,2.30E-06,1.620000,-6.00E-01,-2.94E-03,0.001620
"1,83",1.60E-05,5.00E-06,1.640000,-6.00E-01,-2.94E-03,0.001640
"1,84",2.16E-04,5.60E-06,1.660000,-6.00E-01,-2.94E-03,0.001660
"1,85",1.17E-04,6.60E-06,1.680000,-6.00E-01,-2.94E-03,0.001680
"1,86",8.00E-06,5.20E-06,1.700000,-6.00E-01,-2.94E-03,0.001700
"1,87",5.60E-04,6.40E-06,1.720000,-6.00E-01,-2.94E-03,0.001720
"1,88",1.07E-04,5.80E-06,1.740000,-6.00E-01,-2.94E-03,0.001740
"1,89",2.60E-05,6.40E-06,1.760000,-6.00E-01,-2.94E-03,0.001760
"1,90",7.00E-06,4.70E-06,1.780000,-6.00E-01,-2.94E-03,0.001780
"1,91",-2.73E-04,4.20E-06,1.800000,-6.00E-01,-2.94E-03,0.001800
"1,92",1.41E-04,5.40E-06,1.820000,-6.00E-01,-2.94E-03,0.001820
"1,93",-2.31E-04,5.90E-06,1.840000,-6.00E-01,-2.94E-03,0.001840
"1,94",6.49E-04,6.00E-06,1.860000,-6.00E-01,-2.94E-03,0.001860
"1,95",1.89E-04,3.80E-06,1.880000,-6.00E-01,-2.94E-03,0.001880
"1,96",3.74E-04,6.10E-06,1.900000,-6.00E-01,-2.94E-03,0.001900
"1,97",1.82E-04,4.50E-06,1.920000,-6.00E-01,-2.94E-03,0.001920
"1,98",-3.60E-05,5.30E-06,1.940000,-6.00E-01,-2.94E-03,0.001940
"1,99",1.66E-04,5.20E-06,1.960000,-6.00E-01,-2.94E-03,0.001960
"1,100",-5.70E-05,6.20E-06,1.980000,-6.00E-01,-2.94E-03,0.001980
"1,101",-6.84E-04,3.70E-06,2.000000,-6.00E-01,-2.94E-03,0.002000
"1,102",-3.39E-04,3.20E-06,2.020000,-6.00E-01,-2.94E-03,0.002020
"1,103",4.63E-04,5.70E-06,2.040000,-6.00E-01,-2.94E-03,0.002040
"1,104",5.88E-04,6.40E-06,2.060000,-6.00E-01,-2.94E-03,0.002060
"1,105",-7.11E-04,5.10E-06,2.080000,-6.00E-01,-2.94E-03,0.002080
"1,106",2.63E-04,5.60E-06,2.100000,-6.00E-01,-2.94E-03,0.002100
"1,107",4.30E-05,4.40E-06,2.120000,-6.00E-01,-2.94E-03,0.002120
"1,108",-2.44E-04,3.50E-06,2.140000,-6.00E-01,-2.94E-03,0.002140
"1,109",4.37E-04,6.90E-06,2.160000,-6.00E-01,-2.94E-03,0.002160
"1,110",7.00E-05,5.50E-06,2.180000,-6.00E-01,-2.94E-03,0.002180
"1,111",4.23E-04,5.60E-06,2.200000,-6.00E-01,-2.94E-03,0.002200
"1,112",8.00E-06,3.70E-06,2.220000,-6.00E-01,-2.94E-03,0.002220
"1,113",-4.43E-04,3.60E-06,2.240000,-6.00E-01,-2.94E-03,0.002240
"1,114",7.80E-05,4.50E-06,2.260000,-6.00E-01,-2.94E-03,0.002260
"1,115",7.00E-04,6.90E-06,2.280000,-6.00E-01,-2.94E-03,0.002280
"1,116",-1.72E-04,5.50E-06,2.300000,-6.00E-01,-2.94E-03,0.002300
"1,117",3.69E-04,6.60E-06,2.320000,-6.00E-01,-2.94E-03,0.002320
"1,118",6.00E-06,5.30E-06,2.340000,-6.00E-01,-2.93E-03,0.002340
"1,119",-8.20E-05,5.10E-06,2.360000,-6.00E-01,-2.94E-03,0.002360
"1,120",4.20E-05,2.90E-06,2.380000,-6.00E-01,-2.94E-03,0.002380
"1,121",5.65E-04,5.70E-06,2.400000,-6.00E-01,-2.94E-03,0.002400
"1,122",1.60E-05,7.10E-06,2.420000,-6.00E-01,-2.94E-03,0.002420
"1,123",3.18E-04,5.10E-06,2.440000,-6.00E-01,-2.94E-03,0.002440
"1,124",2.29E-04,6.50E-06,2.460000,-6.00E-01,-2.94E-03,0.002460
"1,125",-4.00E-06,4.50E-06,2.480000,-6.00E-01,-2.94E-03,0.002480
"1,126",-1.03E-04,4.70E-06,2.500000,-6.00E-01,-2.94E-03,0.002500
"1,127",5.05E-04,6.50E-06,2.520000,-6.00E-01,-2.94E-03,0.002520
"1,128",-1.15E-04,5.30E-06,2.540000,-6.00E-01,-2.94E-03,0.002540
"1,129",3.90E-04,4.00E-06,2.560000,-6.00E-01,-2.94E-03,0.002560
"1,130",-4.16E-04,4.10E-06,2.580000,-6.00E-01,-2.94E-03,0.002580
"1,131",1.38E-04,5.20E-06,2.600000,-6.00E-01,-2.94E-03,0.002600
"1,132",3.76E-04,6.10E-06,2.620000,-6.00E-01,-2.94E-03,0.002620
"1,133",2.15E-04,6.20E-06,2.640000,-6.00E-01,-2.94E-03,0.002640
"1,134",2.03E-04,7.10E-06,2.660000,-6.00E-01,-2.94E-03,0.002660
"1,135",3.80E-05,5.20E-06,2.680000,-6.00E-01,-2.94E-03,0.002680
"1,136",9.80E-05,6.00E-06,2.700000,-6.00E-01,-2.94E-03,0.002700
"1,137",1.06E-04,3.60E-06,2.720000,-6.00E-01,-2.93E-03,0.002720
"1,138",3.16E-04,7.80E-06,2.740000,-6.00E-01,-2.94E-03,0.002740
"1,139",1.68E-04,5.60E-06,2.760000,-6.00E-01,-2.94E-03,0.002760
"1,140",-3.16E-04,3.40E-06,2.780000,-6.00E-01,-2.94E-03,0.002780
"1,141",-4.00E-05,5.00E-06,2.800000,-6.00E-01,-2.94E-03,0.002800
"1,142",3.70E-04,7.70E-06,2.820000,-6.00E-01,-2.94E-03,0.002820
"1,143",5.00E-05,4.20E-06,2.840000,-6.00E-01,-2.93E-03,0.002840
"1,144",-2.18E-04,2.60E-06,2.860000,-6.00E-01,-2.94E-03,0.002860
"1,145",7.25E-04,6.70E-06,2.880000,-6.00E-01,-2.94E-03,0.002880
"1,146",4.38E-04,7.00E-06,2.900000,-6.00E-01,-2.94E-03,0.002900
"1,147",-4.90E-04,5.50E-06,2.920000,-6.00E-01,-2.94E-03,0.002920
"1,148",6.31E-04,6.10E-06,2.940000,-6.00E-01,-2.94E-03,0.002940
"1,149",5.03E-04,6.30E-06,2.960000,-6.00E-01,-2.94E-03,0.002960
"1,150",-4.30E-04,1.90E-06,2.980000,-6.00E-01,-2.94E-03,0.002980
"1,151",7.75E-04,8.00E-06,3.000000,-6.00E-01,-2.94E-03,0.003000
"1,152",1.12E-04,5.40E-06,3.020000,-6.00E-01,-2.94E-03,0.003020
"1,153",-5.80E-05,4.30E-06,3.040000,-6.00E-01,-2.94E-03,0.003040
"1,154",-4.93E-04,4.10E-06,3.060000,-6.00E-01,-2.94E-03,0.003060
"1,155",5.89E-04,5.70E-06,3.080000,-6.00E-01,-2.94E-03,0.003080
"1,156",1.25E-04,4.80E-06,3.100000,-6.00E-01,-2.93E-03,0.003100
"1,157",-6.60E-05,6.10E-06,3.120000,-6.00E-01,-2.94E-03,0.003120
"1,158",1.61E-04,4.10E-06,3.140000,-6.00E-01,-2.94E-03,0.003140
"1,159",-5.40E-05,5.10E-06,3.160000,-6.00E-01,-2.94E-03,0.003160
"1,160",-3.90E-05,4.00E-06,3.180000,-6.00E-01,-2.94E-03,0.003180
"1,161",-8.30E-05,4.70E-06,3.200000,-6.00E-01,-2.94E-03,0.003200
"1,162",1.69E-04,4.20E-06,3.220000,-6.00E-01,-2.93E-03,0.003220
"1,163",3.60E-05,5.20E-06,3.240000,-6.00E-01,-2.94E-03,0.003240
"1,164",2.19E-04,6.00E-06,3.260000,-6.00E-01,-2.94E-03,0.003260
"1,165",-4.66E-04,4.80E-06,3.280000,-6.00E-01,-2.94E-03,0.003280
"1,166",4.61E-04,4.70E-06,3.300000,-6.00E-01,-2.93E-03,0.003300
"1,167",7.30E-05,4.40E-06,3.320000,-6.00E-01,-2.94E-03,0.003320
"1,168",-5.20E-05,4.60E-06,3.340000,-6.00E-01,-2.94E-03,0.003340
"1,169",1.98E-04,5.70E-06,3.360000,-6.00E-01,-2.94E-03,0.003360
"1,170",5.52E-04,7.70E-06,3.380000,-6.00E-01,-2.94E-03,0.003380
"1,171",2.71E-04,5.30E-06,3.400000,-6.00E-01,-2.94E-03,0.003400
"1,172",7.10E-05,4.60E-06,3.420000,-6.00E-01,-2.94E-03,0.003420
"1,173",6.01E-04,5.80E-06,3.440000,-6.00E-01,-2.94E-03,0.003440
"1,174",5.19E-04,6.00E-06,3.460000,-6.00E-01,-2.94E-03,0.003460
"1,175",1.03E-04,4.70E-06,3.480000,-6.00E-01,-2.94E-03,0.003480
"1,176",1.92E-04,4.50E-06,3.500000,-6.00E-01,-2.94E-03,0.003500
"1,177",2.78E-04,4.70E-06,3.520000,-6.00E-01,-2.94E-03,0.003520
"1,178",7.60E-05,5.00E-06,3.540000,-6.00E-01,-2.94E-03,0.003540
"1,179",3.58E-04,6.20E-06,3.560000,-6.00E-01,-2.94E-03,0.003560
"1,180",4.83E-04,5.70E-06,3.580000,-6.00E-01,-2.94E-03,0.003580
"1,181",-9.40E-05,5.40E-06,3.600000,-6.00E-01,-2.94E-03,0.003600
"1,182",-3.95E-04,4.20E-06,3.620000,-6.00E-01,-2.94E-03,0.003620
"1,183",-3.07E-04,4.40E-06,3.640000,-6.00E-01,-2.94E-03,0.003640
"1,184",2.90E-04,6.50E-06,3.660000,-6.00E-01,-2.94E-03,0.003660
"1,185",-4.55E-04,2.70E-06,3.680000,-6.00E-01,-2.93E-03,0.003680
"1,186",4.91E-04,6.00E-06,3.700000,-6.00E-01,-2.94E-03,0.003700
"1,187",3.81E-04,5.60E-06,3.720000,-6.00E-01,-2.94E-03,0.003720
"1,188",5.70E-05,4.80E-06,3.740000,-6.00E-01,-2.94E-03,0.003740
"1,189",4.70E-05,4.30E-06,3.760000,-6.00E-01,-2.94E-03,0.003760
"1,190",6.38E-04,6.60E-06,3.780000,-6.00E-01,-2.94E-03,0.003780
"1,191",1.82E-04,4.20E-06,3.800000,-6.00E-01,-2.94E-03,0.003800
"1,192",1.15E-04,5.00E-06,3.820000,-6.00E-01,-2.94E-03,0.003820
"1,193",-3.10E-05,5.10E-06,3.840000,-6.00E-01,-2.94E-03,0.003840
"1,194",5.85E-04,6.80E-06,3.860000,-6.00E-01,-2.94E-03,0.003860
"1,195",-3.76E-04,5.30E-06,3.880000,-6.00E-01,-2.94E-03,0.003880
"1,196",5.85E-04,6.20E-06,3.900000,-6.00E-01,-2.94E-03,0.003900
"1,197",6.57E-04,6.90E-06,3.920000,-6.00E-01,-2.94E-03,0.003920
"1,198",-3.30E-05,3.50E-06,3.940000,-6.00E-01,-2.94E-03,0.003940
"1,199",6.00E-06,4.00E-06,3.960000,-6.00E-01,-2.93E-03,0.003960
"1,200",-2.69E-04,4.40E-06,3.980000,-6.00E-01,-2.94E-03,0.003980
"1,201",4.82E-04,5.50E-06,4.000000,-6.00E-01,-2.94E-03,0.004000
"1,202",-2.02E-04,3.90E-06,4.020000,-6.00E-01,-2.94E-03,0.004020
"1,203",-6.79E-04,3.60E-06,4.040000,-6.00E-01,-2.93E-03,0.004040
"1,204",4.16E-04,6.50E-06,4.060000,-6.00E-01,-2.94E-03,0.004060
"1,205",6.10E-05,5.60E-06,4.080000,-6.00E-01,-2.94E-03,0.004080
"1,206",-1.87E-04,4.40E-06,4.100000,-6.00E-01,-2.94E-03,0.004100
"1,207",-2.83E-04,4.30E-06,4.120000,-6.00E-01,-2.93E-03,0.004120
"1,208",2.82E-04,5.70E-06,4.140000,-6.00E-01,-2.94E-03,0.004140
"1,209",1.46E-04,4.20E-06,4.160000,-6.00E-01,-2.94E-03,0.004160
"1,210",-6.60E-05,3.40E-06,4.180000,-6.00E-01,-2.93E-03,0.004180
"1,211",3.52E-04,6.50E-06,4.200000,-6.00E-01,-2.94E-03,0.004200
"1,212",1.52E-04,6.40E-06,4.220000,-6.00E-01,-2.94E-03,0.004220
"1,213",9.04E-04,7.80E-06,4.240000,-6.00E-01,-2.94E-03,0.004240
"1,214",4.63E-04,5.30E-06,4.260000,-6.00E-01,-2.93E-03,0.004260
"1,215",5.10E-04,5.70E-06,4.280000,-6.00E-01,-2.94E-03,0.004280
"1,216",-1.06E-04,3.50E-06,4.300000,-6.00E-01,-2.93E-03,0.004300
"1,217",-7.80E-05,4.80E-06,4.320000,-6.00E-01,-2.94E-03,0.004320
"1,218",6.58E-04,5.90E-06,4.340000,-6.00E-01,-2.94E-03,0.004340
"1,219",-2.48E-04,5.10E-06,4.360000,-6.00E-01,-2.94E-03,0.004360
"1,220",6.42E-04,7.30E-06,4.380000,-6.00E-01,-2.94E-03,0.004380
"1,221",1.94E-04,5.30E-06,4.400000,-6.00E-01,-2.94E-03,0.004400
"1,222",1.81E-04,4.30E-06,4.420000,-6.00E-01,-2.94E-03,0.004420
"1,223",-4.95E-04,2.70E-06,4.440000,-6.00E-01,-2.93E-03,0.004440
"1,224",-2.93E-04,3.20E-06,4.460000,-6.00E-01,-2.93E-03,0.004460
"1,225",5.43E-04,6.10E-06,4.480000,-6.00E-01,-2.94E-03,0.004480
"1,226",3.00E-05,5.30E-06,4.500000,-6.00E-01,-2.93E-03,0.004500
"1,227",-5.20E-05,6.00E-06,4.520000,-6.00E-01,-2.94E-03,0.004520
"1,228",5.24E-04,6.50E-06,4.540000,-6.00E-01,-2.94E-03,0.004540
"1,229",5.63E-04,5.80E-06,4.560000,-6.00E-01,-2.94E-03,0.004560
"1,230",1.00E-06,4.10E-06,4.580000,-6.00E-01,-2.94E-03,0.004580
"1,231",-3.05E-04,4.80E-06,4.600000,-6.00E-01,-2.94E-03,0.004600
"1,232",3.66E-04,6.10E-06,4.620000,-6.00E-01,-2.94E-03,0.004620
"1,233",4.51E-04,4.80E-06,4.640000,-6.00E-01,-2.94E-03,0.004640
"1,234",2.38E-04,3.90E-06,4.660000,-6.00E-01,-2.94E-03,0.004660
"1,235",-5.30E-05,2.30E-06,4.680000,-6.00E-01,-2.94E-03,0.004680
"1,236",1.69E-04,4.70E-06,4.700000,-6.00E-01,-2.94E-03,0.004700
"1,237",2.98E-04,5.60E-06,4.720000,-6.00E-01,-2.94E-03,0.004720
"1,238",3.77E-04,6.40E-06,4.740000,-6.00E-01,-2.94E-03,0.004740
"1,239",5.11E-04,6.70E-06,4.760000,-6.00E-01,-2.94E-03,0.004760
"1,240",-7.00E-06,3.80E-06,4.780000,-6.00E-01,-2.94E-03,0.004780
"1,241",2.90E-04,6.00E-06,4.800000,-6.00E-01,-2.94E-03,0.004800
"1,242",1.22E-04,6.10E-06,4.820000,-6.00E-01,-2.94E-03,0.004820
"1,243",1.79E-04,5.60E-06,4.840000,-6.00E-01,-2.94E-03,0.004840
"1,244",-1.86E-04,4.90E-06,4.860000,-6.00E-01,-2.94E-03,0.004860
"1,245",3.87E-04,5.10E-06,4.880000,-6.00E-01,-2.94E-03,0.004880
"1,246",9.33E-04,7.80E-06,4.900000,-6.00E-01,-2.94E-03,0.004900
"1,247",-2.17E-04,5.80E-06,4.920000,-6.00E-01,-2.94E-03,0.004920
"1,248",7.60E-05,5.70E-06,4.940000,-6.00E-01,-2.94E-03,0.004940
"1,249",-5.43E-04,2.70E-06,4.960000,-6.00E-01,-2.94E-03,0.004960
"1,250",2.85E-04,3.90E-06,4.980000,-6.00E-01,-2.94E-03,0.004980
"1,251",5.69E-04,6.80E-06,5.000000,-6.00E-01,-2.94E-03,0.005000
"1,252",-7.49E-04,1.90E-06,5.020000,-6.00E-01,-2.93E-03,0.005020
"1,253",5.65E-04,6.30E-06,5.040000,-6.00E-01,-2.94E-03,0.005040
"1,254",2.03E-04,5.20E-06,5.060000,-6.00E-01,-2.94E-03,0.005060
"1,255",2.51E-04,5.20E-06,5.080000,-6.00E-01,-2.94E-03,0.005080
"1,256",2.46E-04,6.60E-06,5.100000,-6.00E-01,-2.94E-03,0.005100
"1,257",-1.40E-04,4.60E-06,5.120000,-6.00E-01,-2.94E-03,0.005120
"1,258",-2.80E-05,3.60E-06,5.140000,-6.00E-01,-2.93E-03,0.005140
"1,259",2.20E-04,7.10E-06,5.160000,-6.00E-01,-2.94E-03,0.005160
"1,260",-3.85E-04,4.10E-06,5.180000,-6.00E-01,-2.94E-03,0.005180
"1,261",2.72E-04,5.20E-06,5.200000,-6.00E-01,-2.94E-03,0.005200
"1,262",-1.10E-04,4.00E-06,5.220000,-6.00E-01,-2.93E-03,0.005220
"1,263",-6.57E-04,2.90E-06,5.240000,-6.00E-01,-2.94E-03,0.005240
"1,264",3.76E-04,6.00E-06,5.260000,-6.00E-01,-2.94E-03,0.005260
"1,265",1.54E-04,5.10E-06,5.280000,-6.00E-01,-2.94E-03,0.005280
"1,266",2.28E-04,4.20E-06,5.300000,-6.00E-01,-2.94E-03,0.005300
"1,267",-1.17E-04,6.30E-06,5.320000,-6.00E-01,-2.94E-03,0.005320
"1,268",-7.01E-04,2.90E-06,5.340000,-6.00E-01,-2.94E-03,0.005340
"1,269",4.70E-05,4.60E-06,5.360000,-6.00E-01,-2.93E-03,0.005360
"1,270",5.70E-04,6.00E-06,5.380000,-6.00E-01,-2.94E-03,0.005380
"1,271",-4.00E-04,4.30E-06,5.400000,-6.00E-01,-2.94E-03,0.005400
"1,272",5.90E-05,5.20E-06,5.420000,-6.00E-01,-2.94E-03,0.005420
"1,273",-4.30E-05,6.90E-06,5.440000,-6.00E-01,-2.94E-03,0.005440
"1,274",1.87E-04,5.40E-06,5.460000,-6.00E-01,-2.94E-03,0.005460
"1,275",4.59E-04,5.60E-06,5.480000,-6.00E-01,-2.94E-03,0.005480
"1,276",1.79E-04,4.60E-06,5.500000,-6.00E-01,-2.94E-03,0.005500
"1,277",-1.51E-04,4.10E-06,5.520000,-6.00E-01,-2.94E-03,0.005520
"1,278",7.25E-04,7.10E-06,5.540000,-6.00E-01,-2.94E-03,0.005540
"1,279",-4.42E-04,4.00E-06,5.560000,-6.00E-01,-2.94E-03,0.005560
"1,280",6.08E-04,6.80E-06,5.580000,-6.00E-01,-2.94E-03,0.005580
"1,281",3.85E-04,5.30E-06,5.600000,-6.00E-01,-2.94E-03,0.005600
"1,282",5.22E-04,6.30E-06,5.620000,-6.00E-01,-2.94E-03,0.005620
"1,283",2.42E-04,4.40E-06,5.640000,-6.00E-01,-2.93E-03,0.005640
"1,284",1.66E-04,6.40E-06,5.660000,-6.00E-01,-2.93E-03,0.005660
"1,285",4.25E-04,5.80E-06,5.680000,-6.00E-01,-2.94E-03,0.005680
"1,286",5.30E-05,5.20E-06,5.700000,-6.00E-01,-2.94E-03,0.005700
"1,287",-1.12E-03,5.00E-07,5.720000,-6.00E-01,-2.94E-03,0.005720
"1,288",3.09E-04,5.10E-06,5.740000,-6.00E-01,-2.94E-03,0.005740
"1,289",1.87E-04,6.40E-06,5.760000,-6.00E-01,-2.94E-03,0.005760
"1,290",-1.13E-04,4.00E-06,5.780000,-6.00E-01,-2.93E-03,0.005780
"1,291",5.29E-04,6.30E-06,5.800000,-6.00E-01,-2.94E-03,0.005800
"1,292",-9.00E-05,2.30E-06,5.820000,-6.00E-01,-2.93E-03,0.005820
"1,293",-3.55E-04,3.20E-06,5.840000,-6.00E-01,-2.93E-03,0.005840
"1,294",-2.51E-04,4.20E-06,5.860000,-6.00E-01,-2.94E-03,0.005860
"1,295",1.82E-04,5.20E-06,5.880000,-6.00E-01,-2.94E-03,0.005880
"1,296",7.47E-04,8.30E-06,5.900000,-6.00E-01,-2.94E-03,0.005900
"1,297",-8.60E-05,4.70E-06,5.920000,-6.00E-01,-2.93E-03,0.005920
"1,298",-2.87E-04,4.40E-06,5.940000,-6.00E-01,-2.94E-03,0.005940
"1,299",-4.31E-04,2.70E-06,5.960000,-6.00E-01,-2.94E-03,0.005960
"1,300",4.60E-04,7.00E-06,5.980000,-6.00E-01,-2.94E-03,0.005980
"1,301",3.29E-04,4.40E-06,6.000000,-6.00E-01,-2.93E-03,0.006000
"1,302",1.33E-04,4.70E-06,6.020000,-6.00E-01,-2.94E-03,0.006020
"1,303",-1.00E-06,3.90E-06,6.040000,-6.00E-01,-2.93E-03,0.006040
"1,304",-4.79E-04,3.50E-06,6.060000,-6.00E-01,-2.94E-03,0.006060
"1,305",5.87E-04,7.50E-06,6.080000,-6.00E-01,-2.94E-03,0.006080
"1,306",7.57E-04,8.50E-06,6.100000,-6.00E-01,-2.94E-03,0.006100
"1,307",-4.29E-04,3.20E-06,6.120000,-6.00E-01,-2.94E-03,0.006120
