,Drain Voltage,Drain Current,Drain Time
"115,433",-6.00E-01,-2.63E-03,10.308630
"115,434",-6.00E-01,-2.63E-03,10.308650
"115,435",-6.00E-01,-2.63E-03,10.308670
"115,436",-6.00E-01,-2.63E-03,10.308690
"115,437",-6.00E-01,-2.63E-03,10.308710
"115,438",-6.00E-01,-2.63E-03,10.308730
"115,439",-6.00E-01,-2.63E-03,10.308750
"115,440",-6.00E-01,-2.63E-03,10.308770
"115,441",-6.00E-01,-2.63E-03,10.308790
"115,442",-6.00E-01,-2.63E-03,10.308810
"115,443",-6.00E-01,-2.63E-03,10.308830
"115,444",-6.00E-01,-2.63E-03,10.308850
"115,445",-6.00E-01,-2.63E-03,10.308870
"115,446",-6.00E-01,-2.63E-03,10.308890
"115,447",-6.00E-01,-2.63E-03,10.308910
"115,448",-6.00E-01,-2.63E-03,10.308930
"115,449",-6.00E-01,-2.63E-03,10.308950
"115,450",-6.00E-01,-2.63E-03,10.308970
"115,451",-6.00E-01,-2.63E-03,10.308990
"115,452",-6.00E-01,-2.63E-03,10.309010
"115,453",-6.00E-01,-2.63E-03,10.309030
"115,454",-6.00E-01,-2.63E-03,10.309050
"115,455",-6.00E-01,-2.63E-03,10.309070
"115,456",-6.00E-01,-2.63E-03,10.309090
"115,457",-6.00E-01,-2.63E-03,10.309110
"115,458",-6.00E-01,-2.63E-03,10.309130
"115,459",-6.00E-01,-2.63E-03,10.309150
"115,460",-6.00E-01,-2.63E-03,10.309170
"115,461",-6.00E-01,-2.63E-03,10.309190
"115,462",-6.00E-01,-2.63E-03,10.309210
"115,463",-6.00E-01,-2.63E-03,10.309230
"115,464",-6.00E-01,-2.63E-03,10.309250
"115,465",-6.00E-01,-2.63E-03,10.309270
"115,466",-6.00E-01,-2.63E-03,10.309290
"115,467",-6.00E-01,-2.63E-03,10.309310
"115,468",-6.00E-01,-2.63E-03,10.309330
"115,469",-6.00E-01,-2.63E-03,10.309350
"115,470",-6.00E-01,-2.63E-03,10.309370
"115,471",-6.00E-01,-2.63E-03,10.309390
"115,472",-6.00E-01,-2.63E-03,10.309410
"115,473",-6.00E-01,-2.63E-03,10.309430
"115,474",-6.00E-01,-2.63E-03,10.309450
"115,475",-6.00E-01,-2.63E-03,10.309470
"115,476",-6.00E-01,-2.63E-03,10.309490
"115,477",-6.00E-01,-2.63E-03,10.309510
"115,478",-6.00E-01,-2.63E-03,10.309530
"115,479",-6.00E-01,-2.63E-03,10.309550
"115,480",-6.00E-01,-2.63E-03,10.309570
"115,481",-6.00E-01,-2.63E-03,10.309590
"115,482",-6.00E-01,-2.63E-03,10.309610
"115,483",-6.00E-01,-2.63E-03,10.309630
"115,484",-6.00E-01,-2.63E-03,10.309650
"115,485",-6.00E-01,-2.63E-03,10.309670
"115,486",-6.00E-01,-2.63E-03,10.309690
"115,487",-6.00E-01,-2.63E-03,10.309710
"115,488",-6.00E-01,-2.63E-03,10.309730
"115,489",-6.00E-01,-2.63E-03,10.309750
"115,490",-6.00E-01,-2.63E-03,10.309770
"115,491",-6.00E-01,-2.63E-03,10.309790
"115,492",-6.00E-01,-2.63E-03,10.309810
"115,493",-6.00E-01,-2.63E-03,10.309830
"115,494",-6.00E-01,-2.63E-03,10.309850
"115,495",-6.00E-01,-2.63E-03,10.309870
"115,496",-6.00E-01,-2.63E-03,10.309890
"115,497",-6.00E-01,-2.63E-03,10.309910
"115,498",-6.00E-01,-2.63E-03,10.309930
"115,499",-6.00E-01,-2.63E-03,10.309950
"115,500",-6.00E-01,-2.63E-03,10.309970
"115,501",-6.00E-01,-2.63E-03,10.309990
"115,502",-6.00E-01,-2.63E-03,10.310010
"115,503",-6.00E-01,-2.63E-03,10.310030
"115,504",-6.00E-01,-2.63E-03,10.310050
"115,505",-6.00E-01,-2.63E-03,10.310070
"115,506",-6.00E-01,-2.63E-03,10.310090
"115,507",-6.00E-01,-2.63E-03,10.310110
"115,508",-6.00E-01,-2.63E-03,10.310130
"115,509",-6.00E-01,-2.63E-03,10.310150
"115,510",-6.00E-01,-2.63E-03,10.310170
"115,511",-6.00E-01,-2.63E-03,10.310190
"115,512",-6.00E-01,-2.63E-03,10.310210
"115,513",-6.00E-01,-2.63E-03,10.310230
"115,514",-6.00E-01,-2.63E-03,10.310250
"115,515",-6.00E-01,-2.63E-03,10.310270
"115,516",-6.00E-01,-2.63E-03,10.310290
"115,517",-6.00E-01,-2.63E-03,10.310310
"115,518",-6.00E-01,-2.63E-03,10.310330
"115,519",-6.00E-01,-2.63E-03,10.310350
"115,520",-6.00E-01,-2.63E-03,10.310370
"115,521",-6.00E-01,-2.63E-03,10.310390
"115,522",-6.00E-01,-2.63E-03,10.310410
"115,523",-6.00E-01,-2.63E-03,10.310430
"115,524",-6.00E-01,-2.63E-03,10.310450
"115,525",-6.00E-01,-2.63E-03,10.310470
"115,526",-6.00E-01,-2.63E-03,10.310490
"115,527",-6.00E-01,-2.63E-03,10.310510
"115,528",-6.00E-01,-2.63E-03,10.310530
"115,529",-6.00E-01,-2.63E-03,10.310550
"115,530",-6.00E-01,-2.63E-03,10.310570
"115,531",-6.00E-01,-2.63E-03,10.310590
"115,532",-6.00E-01,-2.63E-03,10.310610
"115,533",-6.00E-01,-2.63E-03,10.310630
"115,534",-6.00E-01,-2.63E-03,10.310650
"115,535",-6.00E-01,-2.63E-03,10.310670
"115,536",-6.00E-01,-2.63E-03,10.310690
"115,537",-6.00E-01,-2.63E-03,10.310710
"115,538",-6.00E-01,-2.63E-03,10.310730
"115,539",-6.00E-01,-2.63E-03,10.310750
"115,540",-6.00E-01,-2.63E-03,10.310770
"115,541",-6.00E-01,-2.63E-03,10.310790
"115,542",-6.00E-01,-2.63E-03,10.310810
"115,543",-6.00E-01,-2.63E-03,10.310830
"115,544",-6.00E-01,-2.63E-03,10.310850
"115,545",-6.00E-01,-2.63E-03,10.310870
"115,546",-6.00E-01,-2.63E-03,10.310890
"115,547",-6.00E-01,-2.63E-03,10.310910
"115,548",-6.00E-01,-2.63E-03,10.310930
"115,549",-6.00E-01,-2.63E-03,10.310950
"115,550",-6.00E-01,-2.63E-03,10.310970
"115,551",-6.00E-01,-2.63E-03,10.310990
"115,552",-6.00E-01,-2.63E-03,10.311010
"115,553",-6.00E-01,-2.63E-03,10.311030
"115,554",-6.00E-01,-2.63E-03,10.311050
"115,555",-6.00E-01,-2.63E-03,10.311070
"115,556",-6.00E-01,-2.63E-03,10.311090
"115,557",-6.00E-01,-2.63E-03,10.311110
"115,558",-6.00E-01,-2.63E-03,10.311130
"115,559",-6.00E-01,-2.63E-03,10.311150
"115,560",-6.00E-01,-2.63E-03,10.311170
"115,561",-6.00E-01,-2.63E-03,10.311190
"115,562",-6.00E-01,-2.63E-03,10.311210
"115,563",-6.00E-01,-2.63E-03,10.311230
"115,564",-6.00E-01,-2.63E-03,10.311250
"115,565",-6.00E-01,-2.63E-03,10.311270
"115,566",-6.00E-01,-2.63E-03,10.311290
"115,567",-6.00E-01,-2.63E-03,10.311310
"115,568",-6.00E-01,-2.63E-03,10.311330
"115,569",-6.00E-01,-2.63E-03,10.311350
"115,570",-6.00E-01,-2.63E-03,10.311370
"115,571",-6.00E-01,-2.63E-03,10.311390
"115,572",-6.00E-01,-2.63E-03,10.311410
"115,573",-6.00E-01,-2.63E-03,10.311430
"115,574",-6.00E-01,-2.63E-03,10.311450
"115,575",-6.00E-01,-2.63E-03,10.311470
"115,576",-6.00E-01,-2.63E-03,10.311490
"115,577",-6.00E-01,-2.63E-03,10.311510
"115,578",-6.00E-01,-2.63E-03,10.311530
"115,579",-6.00E-01,-2.63E-03,10.311550
"115,580",-6.00E-01,-2.63E-03,10.311570
"115,581",-6.00E-01,-2.63E-03,10.311590
"115,582",-6.00E-01,-2.63E-03,10.311610
"115,583",-6.00E-01,-2.63E-03,10.311630
"115,584",-6.00E-01,-2.63E-03,10.311650
"115,585",-6.00E-01,-2.63E-03,10.311670
"115,586",-6.00E-01,-2.63E-03,10.311690
"115,587",-6.00E-01,-2.63E-03,10.311710
"115,588",-6.00E-01,-2.63E-03,10.311730
"115,589",-6.00E-01,-2.63E-03,10.311750
"115,590",-6.00E-01,-2.63E-03,10.311770
"115,591",-6.00E-01,-2.63E-03,10.311790
"115,592",-6.00E-01,-2.63E-03,10.311810
"115,593",-6.00E-01,-2.63E-03,10.311830
"115,594",-6.00E-01,-2.63E-03,10.311850
"115,595",-6.00E-01,-2.63E-03,10.311870
"115,596",-6.00E-01,-2.63E-03,10.311890
"115,597",-6.00E-01,-2.63E-03,10.311910
"115,598",-6.00E-01,-2.63E-03,10.311930
"115,599",-6.00E-01,-2.63E-03,10.311950
"115,600",-6.00E-01,-2.63E-03,10.311970
"115,601",-6.00E-01,-2.63E-03,10.311990
"115,602",-6.00E-01,-2.63E-03,10.312010
"115,603",-6.00E-01,-2.63E-03,10.312030
"115,604",-6.00E-01,-2.63E-03,10.312050
"115,605",-6.00E-01,-2.63E-03,10.312070
"115,606",-6.00E-01,-2.63E-03,10.312090
"115,607",-6.00E-01,-2.63E-03,10.312110
"115,608",-6.00E-01,-2.63E-03,10.312130
"115,609",-6.00E-01,-2.63E-03,10.312150
"115,610",-6.00E-01,-2.63E-03,10.312170
"115,611",-6.00E-01,-2.63E-03,10.312190
"115,612",-6.00E-01,-2.63E-03,10.312210
"115,613",-6.00E-01,-2.63E-03,10.312230
"115,614",-6.00E-01,-2.63E-03,10.312250
"115,615",-6.00E-01,-2.63E-03,10.312270
"115,616",-6.00E-01,-2.63E-03,10.312290
"115,617",-6.00E-01,-2.63E-03,10.312310
"115,618",-6.00E-01,-2.63E-03,10.312330
"115,619",-6.00E-01,-2.63E-03,10.312350
"115,620",-6.00E-01,-2.63E-03,10.312370
"115,621",-6.00E-01,-2.63E-03,10.312390
"115,622",-6.00E-01,-2.63E-03,10.312410
"115,623",-6.00E-01,-2.63E-03,10.312430
"115,624",-6.00E-01,-2.63E-03,10.312450
"115,625",-6.00E-01,-2.63E-03,10.312470
"115,626",-6.00E-01,-2.63E-03,10.312490
"115,627",-6.00E-01,-2.63E-03,10.312510
"115,628",-6.00E-01,-2.63E-03,10.312530
"115,629",-6.00E-01,-2.63E-03,10.312550
"115,630",-6.00E-01,-2.63E-03,10.312570
"115,631",-6.00E-01,-2.63E-03,10.312590
"115,632",-6.00E-01,-2.63E-03,10.312610
"115,633",-6.00E-01,-2.63E-03,10.312630
"115,634",-6.00E-01,-2.63E-03,10.312650
"115,635",-6.00E-01,-2.63E-03,10.312670
"115,636",-6.00E-01,-2.63E-03,10.312690
"115,637",-6.00E-01,-2.63E-03,10.312710
"115,638",-6.00E-01,-2.63E-03,10.312730
"115,639",-6.00E-01,-2.63E-03,10.312750
"115,640",-6.00E-01,-2.63E-03,10.312770
"115,641",-6.00E-01,-2.63E-03,10.312790
"115,642",-6.00E-01,-2.63E-03,10.312810
"115,643",-6.00E-01,-2.63E-03,10.312830
"115,644",-6.00E-01,-2.63E-03,10.312850
"115,645",-6.00E-01,-2.63E-03,10.312870
"115,646",-6.00E-01,-2.63E-03,10.312890
"115,647",-6.00E-01,-2.63E-03,10.312910
"115,648",-6.00E-01,-2.63E-03,10.312930
"115,649",-6.00E-01,-2.63E-03,10.312950
"115,650",-6.00E-01,-2.63E-03,10.312970
"115,651",-6.00E-01,-2.63E-03,10.312990
"115,652",-6.00E-01,-2.63E-03,10.313010
"115,653",-6.00E-01,-2.63E-03,10.313030
"115,654",-6.00E-01,-2.63E-03,10.313050
"115,655",-6.00E-01,-2.63E-03,10.313070
"115,656",-6.00E-01,-2.63E-03,10.313090
"115,657",-6.00E-01,-2.63E-03,10.313110
"115,658",-6.00E-01,-2.63E-03,10.313130
"115,659",-6.00E-01,-2.63E-03,10.313150
"115,660",-6.00E-01,-2.63E-03,10.313170
"115,661",-6.00E-01,-2.63E-03,10.313190
"115,662",-6.00E-01,-2.63E-03,10.313210
"115,663",-6.00E-01,-2.63E-03,10.313230
"115,664",-6.00E-01,-2.63E-03,10.313250
"115,665",-6.00E-01,-2.63E-03,10.313270
"115,666",-6.00E-01,-2.63E-03,10.313290
"115,667",-6.00E-01,-2.63E-03,10.313310
"115,668",-6.00E-01,-2.63E-03,10.313330
"115,669",-6.00E-01,-2.63E-03,10.313350
"115,670",-6.00E-01,-2.63E-03,10.313370
"115,671",-6.00E-01,-2.63E-03,10.313390
"115,672",-6.00E-01,-2.63E-03,10.313410
"115,673",-6.00E-01,-2.63E-03,10.313430
"115,674",-6.00E-01,-2.63E-03,10.313450
"115,675",-6.00E-01,-2.63E-03,10.313470
"115,676",-6.00E-01,-2.63E-03,10.313490
"115,677",-6.00E-01,-2.63E-03,10.313510
"115,678",-6.00E-01,-2.63E-03,10.313530
"115,679",-6.00E-01,-2.63E-03,10.313550
"115,680",-6.00E-01,-2.63E-03,10.313570
"115,681",-6.00E-01,-2.63E-03,10.313590
"115,682",-6.00E-01,-2.63E-03,10.313610
"115,683",-6.00E-01,-2.63E-03,10.313630
"115,684",-6.00E-01,-2.63E-03,10.313650
"115,685",-6.00E-01,-2.63E-03,10.313670
"115,686",-6.00E-01,-2.63E-03,10.313690
"115,687",-6.00E-01,-2.63E-03,10.313710
"115,688",-6.00E-01,-2.63E-03,10.313730
"115,689",-6.00E-01,-2.63E-03,10.313750
"115,690",-6.00E-01,-2.63E-03,10.313770
"115,691",-6.00E-01,-2.63E-03,10.313790
"115,692",-6.00E-01,-2.63E-03,10.313810
"115,693",-6.00E-01,-2.63E-03,10.313830
"115,694",-6.00E-01,-2.63E-03,10.313850
"115,695",-6.00E-01,-2.63E-03,10.313870
"115,696",-6.00E-01,-2.63E-03,10.313890
"115,697",-6.00E-01,-2.63E-03,10.313910
"115,698",-6.00E-01,-2.63E-03,10.313930
"115,699",-6.00E-01,-2.63E-03,10.313950
"115,700",-6.00E-01,-2.63E-03,10.313970
"115,701",-6.00E-01,-2.63E-03,10.313990
"115,702",-6.00E-01,-2.63E-03,10.314010
"115,703",-6.00E-01,-2.63E-03,10.314030
"115,704",-6.00E-01,-2.63E-03,10.314050
"115,705",-6.00E-01,-2.63E-03,10.314070
"115,706",-6.00E-01,-2.63E-03,10.314090
"115,707",-6.00E-01,-2.63E-03,10.314110
"115,708",-6.00E-01,-2.63E-03,10.314130
"115,709",-6.00E-01,-2.63E-03,10.314150
"115,710",-6.00E-01,-2.63E-03,10.314170
"115,711",-6.00E-01,-2.63E-03,10.314190
"115,712",-6.00E-01,-2.63E-03,10.314210
"115,713",-6.00E-01,-2.63E-03,10.314230
"115,714",-6.00E-01,-2.63E-03,10.314250
"115,715",-6.00E-01,-2.63E-03,10.314270
"115,716",-6.00E-01,-2.63E-03,10.314290
"115,717",-6.00E-01,-2.63E-03,10.314310
"115,718",-6.00E-01,-2.63E-03,10.314330
"115,719",-6.00E-01,-2.63E-03,10.314350
"115,720",-6.00E-01,-2.63E-03,10.314370
"115,721",-6.00E-01,-2.63E-03,10.314390
"115,722",-6.00E-01,-2.63E-03,10.314410
"115,723",-6.00E-01,-2.63E-03,10.314430
"115,724",-6.00E-01,-2.63E-03,10.314450
"115,725",-6.00E-01,-2.63E-03,10.314470
"115,726",-6.00E-01,-2.63E-03,10.314490
"115,727",-6.00E-01,-2.63E-03,10.314510
"115,728",-6.00E-01,-2.63E-03,10.314530
"115,729",-6.00E-01,-2.63E-03,10.314550
"115,730",-6.00E-01,-2.63E-03,10.314570
"115,731",-6.00E-01,-2.63E-03,10.314590
"115,732",-6.00E-01,-2.63E-03,10.314610
"115,733",-6.00E-01,-2.63E-03,10.314630
"115,734",-6.00E-01,-2.63E-03,10.314650
"115,735",-6.00E-01,-2.63E-03,10.314670
"115,736",-6.00E-01,-2.63E-03,10.314690
"115,737",-6.00E-01,-2.63E-03,10.314710
"115,738",-6.00E-01,-2.63E-03,10.314730
"115,739",-6.00E-01,-2.63E-03,10.314750
"115,740",-6.00E-01,-2.63E-03,10.314770
"115,741",-6.00E-01,-2.63E-03,10.314790
"115,742",-6.00E-01,-2.63E-03,10.314810
"115,743",-6.00E-01,-2.63E-03,10.314830
"115,744",-6.00E-01,-2.63E-03,10.314850
"115,745",-6.00E-01,-2.63E-03,10.314870
"115,746",-6.00E-01,-2.63E-03,10.314890
"115,747",-6.00E-01,-2.63E-03,10.314910
"115,748",-6.00E-01,-2.63E-03,10.314930
"115,749",-6.00E-01,-2.63E-03,10.314950
"115,750",-6.00E-01,-2.63E-03,10.314970
"115,751",-6.00E-01,-2.63E-03,10.314990
"115,752",-6.00E-01,-2.63E-03,10.315010
"115,753",-6.00E-01,-2.63E-03,10.315030
"115,754",-6.00E-01,-2.63E-03,10.315050
"115,755",-6.00E-01,-2.63E-03,10.315070
"115,756",-6.00E-01,-2.63E-03,10.315090
"115,757",-6.00E-01,-2.63E-03,10.315110
"115,758",-6.00E-01,-2.63E-03,10.315130
"115,759",-6.00E-01,-2.63E-03,10.315150
"115,760",-6.00E-01,-2.63E-03,10.315170
"115,761",-6.00E-01,-2.63E-03,10.315190
"115,762",-6.00E-01,-2.63E-03,10.315210
"115,763",-6.00E-01,-2.63E-03,10.315230
"115,764",-6.00E-01,-2.63E-03,10.315250
"115,765",-6.00E-01,-2.63E-03,10.315270
"115,766",-6.00E-01,-2.63E-03,10.315290
"115,767",-6.00E-01,-2.63E-03,10.315310
"115,768",-6.00E-01,-2.63E-03,10.315330
"115,769",-6.00E-01,-2.63E-03,10.315350
"115,770",-6.00E-01,-2.63E-03,10.315370
"115,771",-6.00E-01,-2.63E-03,10.315390
"115,772",-6.00E-01,-2.63E-03,10.315410
"115,773",-6.00E-01,-2.63E-03,10.315430
"115,774",-6.00E-01,-2.63E-03,10.315450
"115,775",-6.00E-01,-2.63E-03,10.315470
"115,776",-6.00E-01,-2.63E-03,10.315490
"115,777",-6.00E-01,-2.63E-03,10.315510
"115,778",-6.00E-01,-2.63E-03,10.315530
"115,779",-6.00E-01,-2.63E-03,10.315550
"115,780",-6.00E-01,-2.63E-03,10.315570
"115,781",-6.00E-01,-2.63E-03,10.315590
"115,782",-6.00E-01,-2.63E-03,10.315610
"115,783",-6.00E-01,-2.63E-03,10.315630
"115,784",-6.00E-01,-2.63E-03,10.315650
"115,785",-6.00E-01,-2.63E-03,10.315670
"115,786",-6.00E-01,-2.63E-03,10.315690
"115,787",-6.00E-01,-2.63E-03,10.315710
"115,788",-6.00E-01,-2.63E-03,10.315730
"115,789",-6.00E-01,-2.63E-03,10.315750
"115,790",-6.00E-01,-2.63E-03,10.315770
"115,791",-6.00E-01,-2.63E-03,10.315790
"115,792",-6.00E-01,-2.63E-03,10.315810
"115,793",-6.00E-01,-2.63E-03,10.315830
"115,794",-6.00E-01,-2.63E-03,10.315850
"115,795",-6.00E-01,-2.63E-03,10.315870
"115,796",-6.00E-01,-2.63E-03,10.315890
"115,797",-6.00E-01,-2.63E-03,10.315910
"115,798",-6.00E-01,-2.63E-03,10.315930
"115,799",-6.00E-01,-2.63E-03,10.315950
"115,800",-6.00E-01,-2.63E-03,10.315970
"115,801",-6.00E-01,-2.63E-03,10.315990
"115,802",-6.00E-01,-2.63E-03,10.316010
"115,803",-6.00E-01,-2.63E-03,10.316030
"115,804",-6.00E-01,-2.63E-03,10.316050
"115,805",-6.00E-01,-2.63E-03,10.316070
"115,806",-6.00E-01,-2.63E-03,10.316090
"115,807",-6.00E-01,-2.63E-03,10.316110
"115,808",-6.00E-01,-2.63E-03,10.316130
"115,809",-6.00E-01,-2.63E-03,10.316150
"115,810",-6.00E-01,-2.63E-03,10.316170
"115,811",-6.00E-01,-2.63E-03,10.316190
"115,812",-6.00E-01,-2.63E-03,10.316210
"115,813",-6.00E-01,-2.63E-03,10.316230
"115,814",-6.00E-01,-2.63E-03,10.316250
"115,815",-6.00E-01,-2.63E-03,10.316270
"115,816",-6.00E-01,-2.63E-03,10.316290
"115,817",-6.00E-01,-2.63E-03,10.316310
"115,818",-6.00E-01,-2.63E-03,10.316330
"115,819",-6.00E-01,-2.63E-03,10.316350
"115,820",-6.00E-01,-2.63E-03,10.316370
"115,821",-6.00E-01,-2.63E-03,10.316390
"115,822",-6.00E-01,-2.63E-03,10.316410
"115,823",-6.00E-01,-2.63E-03,10.316430
"115,824",-6.00E-01,-2.63E-03,10.316450
"115,825",-6.00E-01,-2.63E-03,10.316470
"115,826",-6.00E-01,-2.63E-03,10.316490
"115,827",-6.00E-01,-2.63E-03,10.316510
"115,828",-6.00E-01,-2.63E-03,10.316530
"115,829",-6.00E-01,-2.63E-03,10.316550
"115,830",-6.00E-01,-2.63E-03,10.316570
"115,831",-6.00E-01,-2.63E-03,10.316590
"115,832",-6.00E-01,-2.63E-03,10.316610
"115,833",-6.00E-01,-2.63E-03,10.316630
"115,834",-6.00E-01,-2.63E-03,10.316650
"115,835",-6.00E-01,-2.63E-03,10.316670
"115,836",-6.00E-01,-2.63E-03,10.316690
"115,837",-6.00E-01,-2.63E-03,10.316710
"115,838",-6.00E-01,-2.63E-03,10.316730
"115,839",-6.00E-01,-2.63E-03,10.316750
"115,840",-6.00E-01,-2.63E-03,10.316770
"115,841",-6.00E-01,-2.63E-03,10.316790
"115,842",-6.00E-01,-2.63E-03,10.316810
"115,843",-6.00E-01,-2.63E-03,10.316830
"115,844",-6.00E-01,-2.63E-03,10.316850
"115,845",-6.00E-01,-2.63E-03,10.316870
"115,846",-6.00E-01,-2.63E-03,10.316890
"115,847",-6.00E-01,-2.63E-03,10.316910
"115,848",-6.00E-01,-2.63E-03,10.316930
"115,849",-6.00E-01,-2.63E-03,10.316950
"115,850",-6.00E-01,-2.63E-03,10.316970
"115,851",-6.00E-01,-2.63E-03,10.316990
"115,852",-6.00E-01,-2.63E-03,10.317010
"115,853",-6.00E-01,-2.63E-03,10.317030
"115,854",-6.00E-01,-2.63E-03,10.317050
"115,855",-6.00E-01,-2.63E-03,10.317070
"115,856",-6.00E-01,-2.63E-03,10.317090
"115,857",-6.00E-01,-2.63E-03,10.317110
"115,858",-6.00E-01,-2.63E-03,10.317130
"115,859",-6.00E-01,-2.63E-03,10.317150
"115,860",-6.00E-01,-2.63E-03,10.317170
"115,861",-6.00E-01,-2.63E-03,10.317190
"115,862",-6.00E-01,-2.63E-03,10.317210
"115,863",-6.00E-01,-2.63E-03,10.317230
"115,864",-6.00E-01,-2.63E-03,10.317250
"115,865",-6.00E-01,-2.63E-03,10.317270
"115,866",-6.00E-01,-2.63E-03,10.317290
"115,867",-6.00E-01,-2.63E-03,10.317310
"115,868",-6.00E-01,-2.63E-03,10.317330
"115,869",-6.00E-01,-2.63E-03,10.317350
"115,870",-6.00E-01,-2.63E-03,10.317370
"115,871",-6.00E-01,-2.63E-03,10.317390
"115,872",-6.00E-01,-2.63E-03,10.317410
"115,873",-6.00E-01,-2.63E-03,10.317430
"115,874",-6.00E-01,-2.63E-03,10.317450
"115,875",-6.00E-01,-2.63E-03,10.317470
"115,876",-6.00E-01,-2.63E-03,10.317490
"115,877",-6.00E-01,-2.63E-03,10.317510
"115,878",-6.00E-01,-2.63E-03,10.317530
"115,879",-6.00E-01,-2.63E-03,10.317550
"115,880",-6.00E-01,-2.63E-03,10.317570
"115,881",-6.00E-01,-2.63E-03,10.317590
"115,882",-6.00E-01,-2.63E-03,10.317610
"115,883",-6.00E-01,-2.63E-03,10.317630
"115,884",-6.00E-01,-2.63E-03,10.317650
"115,885",-6.00E-01,-2.63E-03,10.317670
"115,886",-6.00E-01,-2.63E-03,10.317690
"115,887",-6.00E-01,-2.63E-03,10.317710
"115,888",-6.00E-01,-2.63E-03,10.317730
"115,889",-6.00E-01,-2.63E-03,10.317750
"115,890",-6.00E-01,-2.63E-03,10.317770
"115,891",-6.00E-01,-2.63E-03,10.317790
"115,892",-6.00E-01,-2.63E-03,10.317810
"115,893",-6.00E-01,-2.63E-03,10.317830
"115,894",-6.00E-01,-2.63E-03,10.317850
"115,895",-6.00E-01,-2.63E-03,10.317870
"115,896",-6.00E-01,-2.63E-03,10.317890
"115,897",-6.00E-01,-2.63E-03,10.317910
"115,898",-6.00E-01,-2.63E-03,10.317930
"115,899",-6.00E-01,-2.63E-03,10.317950
"115,900",-6.00E-01,-2.63E-03,10.317970
"115,901",-6.00E-01,-2.63E-03,10.317990
"115,902",-6.00E-01,-2.63E-03,10.318010
"115,903",-6.00E-01,-2.63E-03,10.318030
"115,904",-6.00E-01,-2.63E-03,10.318050
"115,905",-6.00E-01,-2.63E-03,10.318070
"115,906",-6.00E-01,-2.63E-03,10.318090
"115,907",-6.00E-01,-2.63E-03,10.318110
"115,908",-6.00E-01,-2.63E-03,10.318130
"115,909",-6.00E-01,-2.63E-03,10.318150
"115,910",-6.00E-01,-2.63E-03,10.318170
"115,911",-6.00E-01,-2.63E-03,10.318190
"115,912",-6.00E-01,-2.63E-03,10.318210
"115,913",-6.00E-01,-2.63E-03,10.318230
"115,914",-6.00E-01,-2.63E-03,10.318250
"115,915",-6.00E-01,-2.63E-03,10.318270
"115,916",-6.00E-01,-2.63E-03,10.318290
"115,917",-6.00E-01,-2.63E-03,10.318310
"115,918",-6.00E-01,-2.63E-03,10.318330
"115,919",-6.00E-01,-2.63E-03,10.318350
"115,920",-6.00E-01,-2.63E-03,10.318370
"115,921",-6.00E-01,-2.63E-03,10.318390
"115,922",-6.00E-01,-2.63E-03,10.318410
"115,923",-6.00E-01,-2.63E-03,10.318430
"115,924",-6.00E-01,-2.63E-03,10.318450
"115,925",-6.00E-01,-2.63E-03,10.318470
"115,926",-6.00E-01,-2.63E-03,10.318490
"115,927",-6.00E-01,-2.63E-03,10.318510
"115,928",-6.00E-01,-2.63E-03,10.318530
"115,929",-6.00E-01,-2.63E-03,10.318550
"115,930",-6.00E-01,-2.63E-03,10.318570
"115,931",-6.00E-01,-2.63E-03,10.318590
"115,932",-6.00E-01,-2.63E-03,10.318610
"115,933",-6.00E-01,-2.63E-03,10.318630
"115,934",-6.00E-01,-2.63E-03,10.318650
"115,935",-6.00E-01,-2.63E-03,10.318670
"115,936",-6.00E-01,-2.63E-03,10.318690
"115,937",-6.00E-01,-2.63E-03,10.318710
"115,938",-6.00E-01,-2.63E-03,10.318730
"115,939",-6.00E-01,-2.63E-03,10.318750
"115,940",-6.00E-01,-2.63E-03,10.318770
"115,941",-6.00E-01,-2.63E-03,10.318790
"115,942",-6.00E-01,-2.63E-03,10.318810
"115,943",-6.00E-01,-2.63E-03,10.318830
"115,944",-6.00E-01,-2.63E-03,10.318850
"115,945",-6.00E-01,-2.63E-03,10.318870
"115,946",-6.00E-01,-2.63E-03,10.318890
"115,947",-6.00E-01,-2.63E-03,10.318910
"115,948",-6.00E-01,-2.63E-03,10.318930
"115,949",-6.00E-01,-2.63E-03,10.318950
"115,950",-6.00E-01,-2.63E-03,10.318970
"115,951",-6.00E-01,-2.63E-03,10.318990
"115,952",-6.00E-01,-2.63E-03,10.319010
"115,953",-6.00E-01,-2.63E-03,10.319030
"115,954",-6.00E-01,-2.63E-03,10.319050
"115,955",-6.00E-01,-2.63E-03,10.319070
"115,956",-6.00E-01,-2.63E-03,10.319090
"115,957",-6.00E-01,-2.63E-03,10.319110
"115,958",-6.00E-01,-2.63E-03,10.319130
"115,959",-6.00E-01,-2.63E-03,10.319150
"115,960",-6.00E-01,-2.63E-03,10.319170
"115,961",-6.00E-01,-2.63E-03,10.319190
"115,962",-6.00E-01,-2.63E-03,10.319210
"115,963",-6.00E-01,-2.63E-03,10.319230
"115,964",-6.00E-01,-2.63E-03,10.319250
"115,965",-6.00E-01,-2.63E-03,10.319270
"115,966",-6.00E-01,-2.63E-03,10.319290
"115,967",-6.00E-01,-2.63E-03,10.319310
"115,968",-6.00E-01,-2.63E-03,10.319330
"115,969",-6.00E-01,-2.63E-03,10.319350
