,Drain Voltage,Drain Current,Drain Time
"143,793",-6.00E-01,-2.62E-03,10.875830
"143,794",-6.00E-01,-2.62E-03,10.875850
"143,795",-6.00E-01,-2.62E-03,10.875870
"143,796",-6.00E-01,-2.62E-03,10.875890
"143,797",-6.00E-01,-2.62E-03,10.875910
"143,798",-6.00E-01,-2.62E-03,10.875930
"143,799",-6.00E-01,-2.62E-03,10.875950
"143,800",-6.00E-01,-2.62E-03,10.875970
"143,801",-6.00E-01,-2.62E-03,10.875990
"143,802",-6.00E-01,-2.62E-03,10.876010
"143,803",-6.00E-01,-2.62E-03,10.876030
"143,804",-6.00E-01,-2.62E-03,10.876050
"143,805",-6.00E-01,-2.62E-03,10.876070
"143,806",-6.00E-01,-2.62E-03,10.876090
"143,807",-6.00E-01,-2.62E-03,10.876110
"143,808",-6.00E-01,-2.62E-03,10.876130
"143,809",-6.00E-01,-2.62E-03,10.876150
"143,810",-6.00E-01,-2.62E-03,10.876170
"143,811",-6.00E-01,-2.62E-03,10.876190
"143,812",-6.00E-01,-2.62E-03,10.876210
"143,813",-6.00E-01,-2.62E-03,10.876230
"143,814",-6.00E-01,-2.62E-03,10.876250
"143,815",-6.00E-01,-2.62E-03,10.876270
"143,816",-6.00E-01,-2.62E-03,10.876290
"143,817",-6.00E-01,-2.62E-03,10.876310
"143,818",-6.00E-01,-2.62E-03,10.876330
"143,819",-6.00E-01,-2.62E-03,10.876350
"143,820",-6.00E-01,-2.62E-03,10.876370
"143,821",-6.00E-01,-2.62E-03,10.876390
"143,822",-6.00E-01,-2.62E-03,10.876410
"143,823",-6.00E-01,-2.62E-03,10.876430
"143,824",-6.00E-01,-2.62E-03,10.876450
"143,825",-6.00E-01,-2.62E-03,10.876470
"143,826",-6.00E-01,-2.62E-03,10.876490
"143,827",-6.00E-01,-2.62E-03,10.876510
"143,828",-6.00E-01,-2.62E-03,10.876530
"143,829",-6.00E-01,-2.62E-03,10.876550
"143,830",-6.00E-01,-2.62E-03,10.876570
"143,831",-6.00E-01,-2.62E-03,10.876590
"143,832",-6.00E-01,-2.62E-03,10.876610
"143,833",-6.00E-01,-2.62E-03,10.876630
"143,834",-6.00E-01,-2.62E-03,10.876650
"143,835",-6.00E-01,-2.62E-03,10.876670
"143,836",-6.00E-01,-2.62E-03,10.876690
"143,837",-6.00E-01,-2.62E-03,10.876710
"143,838",-6.00E-01,-2.62E-03,10.876730
"143,839",-6.00E-01,-2.62E-03,10.876750
"143,840",-6.00E-01,-2.62E-03,10.876770
"143,841",-6.00E-01,-2.62E-03,10.876790
"143,842",-6.00E-01,-2.62E-03,10.876810
"143,843",-6.00E-01,-2.62E-03,10.876830
"143,844",-6.00E-01,-2.62E-03,10.876850
"143,845",-6.00E-01,-2.62E-03,10.876870
"143,846",-6.00E-01,-2.62E-03,10.876890
"143,847",-6.00E-01,-2.62E-03,10.876910
"143,848",-6.00E-01,-2.62E-03,10.876930
"143,849",-6.00E-01,-2.62E-03,10.876950
"143,850",-6.00E-01,-2.62E-03,10.876970
"143,851",-6.00E-01,-2.62E-03,10.876990
"143,852",-6.00E-01,-2.62E-03,10.877010
"143,853",-6.00E-01,-2.62E-03,10.877030
"143,854",-6.00E-01,-2.62E-03,10.877050
"143,855",-6.00E-01,-2.62E-03,10.877070
"143,856",-6.00E-01,-2.62E-03,10.877090
"143,857",-6.00E-01,-2.62E-03,10.877110
"143,858",-6.00E-01,-2.62E-03,10.877130
"143,859",-6.00E-01,-2.62E-03,10.877150
"143,860",-6.00E-01,-2.62E-03,10.877170
"143,861",-6.00E-01,-2.62E-03,10.877190
"143,862",-6.00E-01,-2.62E-03,10.877210
"143,863",-6.00E-01,-2.62E-03,10.877230
"143,864",-6.00E-01,-2.62E-03,10.877250
"143,865",-6.00E-01,-2.62E-03,10.877270
"143,866",-6.00E-01,-2.62E-03,10.877290
"143,867",-6.00E-01,-2.62E-03,10.877310
"143,868",-6.00E-01,-2.62E-03,10.877330
"143,869",-6.00E-01,-2.62E-03,10.877350
"143,870",-6.00E-01,-2.62E-03,10.877370
"143,871",-6.00E-01,-2.63E-03,10.877390
"143,872",-6.00E-01,-2.62E-03,10.877410
"143,873",-6.00E-01,-2.62E-03,10.877430
"143,874",-6.00E-01,-2.62E-03,10.877450
"143,875",-6.00E-01,-2.62E-03,10.877470
"143,876",-6.00E-01,-2.62E-03,10.877490
"143,877",-6.00E-01,-2.62E-03,10.877510
"143,878",-6.00E-01,-2.62E-03,10.877530
"143,879",-6.00E-01,-2.62E-03,10.877550
"143,880",-6.00E-01,-2.62E-03,10.877570
"143,881",-6.00E-01,-2.62E-03,10.877590
"143,882",-6.00E-01,-2.62E-03,10.877610
"143,883",-6.00E-01,-2.62E-03,10.877630
"143,884",-6.00E-01,-2.62E-03,10.877650
"143,885",-6.00E-01,-2.62E-03,10.877670
"143,886",-6.00E-01,-2.62E-03,10.877690
"143,887",-6.00E-01,-2.63E-03,10.877710
"143,888",-6.00E-01,-2.62E-03,10.877730
"143,889",-6.00E-01,-2.62E-03,10.877750
"143,890",-6.00E-01,-2.62E-03,10.877770
"143,891",-6.00E-01,-2.62E-03,10.877790
"143,892",-6.00E-01,-2.62E-03,10.877810
"143,893",-6.00E-01,-2.62E-03,10.877830
"143,894",-6.00E-01,-2.62E-03,10.877850
"143,895",-6.00E-01,-2.62E-03,10.877870
"143,896",-6.00E-01,-2.62E-03,10.877890
"143,897",-6.00E-01,-2.62E-03,10.877910
"143,898",-6.00E-01,-2.62E-03,10.877930
"143,899",-6.00E-01,-2.62E-03,10.877950
"143,900",-6.00E-01,-2.62E-03,10.877970
"143,901",-6.00E-01,-2.62E-03,10.877990
"143,902",-6.00E-01,-2.62E-03,10.878010
"143,903",-6.00E-01,-2.62E-03,10.878030
"143,904",-6.00E-01,-2.62E-03,10.878050
"143,905",-6.00E-01,-2.62E-03,10.878070
"143,906",-6.00E-01,-2.62E-03,10.878090
"143,907",-6.00E-01,-2.62E-03,10.878110
"143,908",-6.00E-01,-2.62E-03,10.878130
"143,909",-6.00E-01,-2.62E-03,10.878150
"143,910",-6.00E-01,-2.63E-03,10.878170
"143,911",-6.00E-01,-2.62E-03,10.878190
"143,912",-6.00E-01,-2.62E-03,10.878210
"143,913",-6.00E-01,-2.62E-03,10.878230
"143,914",-6.00E-01,-2.62E-03,10.878250
"143,915",-6.00E-01,-2.62E-03,10.878270
"143,916",-6.00E-01,-2.62E-03,10.878290
"143,917",-6.00E-01,-2.62E-03,10.878310
"143,918",-6.00E-01,-2.62E-03,10.878330
"143,919",-6.00E-01,-2.62E-03,10.878350
"143,920",-6.00E-01,-2.63E-03,10.878370
"143,921",-6.00E-01,-2.62E-03,10.878390
"143,922",-6.00E-01,-2.62E-03,10.878410
"143,923",-6.00E-01,-2.62E-03,10.878430
"143,924",-6.00E-01,-2.62E-03,10.878450
"143,925",-6.00E-01,-2.62E-03,10.878470
"143,926",-6.00E-01,-2.62E-03,10.878490
"143,927",-6.00E-01,-2.62E-03,10.878510
"143,928",-6.00E-01,-2.62E-03,10.878530
"143,929",-6.00E-01,-2.62E-03,10.878550
"143,930",-6.00E-01,-2.62E-03,10.878570
"143,931",-6.00E-01,-2.62E-03,10.878590
"143,932",-6.00E-01,-2.62E-03,10.878610
"143,933",-6.00E-01,-2.62E-03,10.878630
"143,934",-6.00E-01,-2.62E-03,10.878650
"143,935",-6.00E-01,-2.62E-03,10.878670
"143,936",-6.00E-01,-2.62E-03,10.878690
"143,937",-6.00E-01,-2.62E-03,10.878710
"143,938",-6.00E-01,-2.62E-03,10.878730
"143,939",-6.00E-01,-2.62E-03,10.878750
"143,940",-6.00E-01,-2.62E-03,10.878770
"143,941",-6.00E-01,-2.62E-03,10.878790
"143,942",-6.00E-01,-2.62E-03,10.878810
"143,943",-6.00E-01,-2.62E-03,10.878830
"143,944",-6.00E-01,-2.62E-03,10.878850
"143,945",-6.00E-01,-2.62E-03,10.878870
"143,946",-6.00E-01,-2.62E-03,10.878890
"143,947",-6.00E-01,-2.62E-03,10.878910
"143,948",-6.00E-01,-2.62E-03,10.878930
"143,949",-6.00E-01,-2.62E-03,10.878950
"143,950",-6.00E-01,-2.62E-03,10.878970
"143,951",-6.00E-01,-2.62E-03,10.878990
"143,952",-6.00E-01,-2.63E-03,10.879010
"143,953",-6.00E-01,-2.62E-03,10.879030
"143,954",-6.00E-01,-2.62E-03,10.879050
"143,955",-6.00E-01,-2.62E-03,10.879070
"143,956",-6.00E-01,-2.62E-03,10.879090
"143,957",-6.00E-01,-2.62E-03,10.879110
"143,958",-6.00E-01,-2.62E-03,10.879130
"143,959",-6.00E-01,-2.62E-03,10.879150
"143,960",-6.00E-01,-2.62E-03,10.879170
"143,961",-6.00E-01,-2.62E-03,10.879190
"143,962",-6.00E-01,-2.62E-03,10.879210
"143,963",-6.00E-01,-2.62E-03,10.879230
"143,964",-6.00E-01,-2.62E-03,10.879250
"143,965",-6.00E-01,-2.62E-03,10.879270
"143,966",-6.00E-01,-2.62E-03,10.879290
"143,967",-6.00E-01,-2.62E-03,10.879310
"143,968",-6.00E-01,-2.62E-03,10.879330
"143,969",-6.00E-01,-2.62E-03,10.879350
"143,970",-6.00E-01,-2.62E-03,10.879370
"143,971",-6.00E-01,-2.62E-03,10.879390
"143,972",-6.00E-01,-2.62E-03,10.879410
"143,973",-6.00E-01,-2.62E-03,10.879430
"143,974",-6.00E-01,-2.62E-03,10.879450
"143,975",-6.00E-01,-2.62E-03,10.879470
"143,976",-6.00E-01,-2.62E-03,10.879490
"143,977",-6.00E-01,-2.62E-03,10.879510
"143,978",-6.00E-01,-2.62E-03,10.879530
"143,979",-6.00E-01,-2.62E-03,10.879550
"143,980",-6.00E-01,-2.62E-03,10.879570
"143,981",-6.00E-01,-2.62E-03,10.879590
"143,982",-6.00E-01,-2.62E-03,10.879610
"143,983",-6.00E-01,-2.62E-03,10.879630
"143,984",-6.00E-01,-2.62E-03,10.879650
"143,985",-6.00E-01,-2.62E-03,10.879670
"143,986",-6.00E-01,-2.62E-03,10.879690
"143,987",-6.00E-01,-2.62E-03,10.879710
"143,988",-6.00E-01,-2.62E-03,10.879730
"143,989",-6.00E-01,-2.62E-03,10.879750
"143,990",-6.00E-01,-2.62E-03,10.879770
"143,991",-6.00E-01,-2.62E-03,10.879790
"143,992",-6.00E-01,-2.62E-03,10.879810
"143,993",-6.00E-01,-2.62E-03,10.879830
"143,994",-6.00E-01,-2.62E-03,10.879850
"143,995",-6.00E-01,-2.62E-03,10.879870
"143,996",-6.00E-01,-2.62E-03,10.879890
"143,997",-6.00E-01,-2.62E-03,10.879910
"143,998",-6.00E-01,-2.62E-03,10.879930
"143,999",-6.00E-01,-2.62E-03,10.879950
"144,000",-6.00E-01,-2.62E-03,10.879970
"144,001",-6.00E-01,-2.62E-03,10.879990
"144,002",-6.00E-01,-2.62E-03,10.880010
"144,003",-6.00E-01,-2.62E-03,10.880030
"144,004",-6.00E-01,-2.62E-03,10.880050
"144,005",-6.00E-01,-2.62E-03,10.880070
"144,006",-6.00E-01,-2.62E-03,10.880090
"144,007",-6.00E-01,-2.62E-03,10.880110
"144,008",-6.00E-01,-2.62E-03,10.880130
"144,009",-6.00E-01,-2.62E-03,10.880150
"144,010",-6.00E-01,-2.62E-03,10.880170
"144,011",-6.00E-01,-2.62E-03,10.880190
"144,012",-6.00E-01,-2.62E-03,10.880210
"144,013",-6.00E-01,-2.62E-03,10.880230
"144,014",-6.00E-01,-2.63E-03,10.880250
"144,015",-6.00E-01,-2.62E-03,10.880270
"144,016",-6.00E-01,-2.62E-03,10.880290
"144,017",-6.00E-01,-2.62E-03,10.880310
"144,018",-6.00E-01,-2.62E-03,10.880330
"144,019",-6.00E-01,-2.62E-03,10.880350
"144,020",-6.00E-01,-2.62E-03,10.880370
"144,021",-6.00E-01,-2.62E-03,10.880390
"144,022",-6.00E-01,-2.62E-03,10.880410
"144,023",-6.00E-01,-2.62E-03,10.880430
"144,024",-6.00E-01,-2.62E-03,10.880450
"144,025",-6.00E-01,-2.62E-03,10.880470
"144,026",-6.00E-01,-2.62E-03,10.880490
"144,027",-6.00E-01,-2.62E-03,10.880510
"144,028",-6.00E-01,-2.62E-03,10.880530
"144,029",-6.00E-01,-2.62E-03,10.880550
"144,030",-6.00E-01,-2.62E-03,10.880570
"144,031",-6.00E-01,-2.62E-03,10.880590
"144,032",-6.00E-01,-2.62E-03,10.880610
"144,033",-6.00E-01,-2.62E-03,10.880630
"144,034",-6.00E-01,-2.62E-03,10.880650
"144,035",-6.00E-01,-2.62E-03,10.880670
"144,036",-6.00E-01,-2.62E-03,10.880690
"144,037",-6.00E-01,-2.62E-03,10.880710
"144,038",-6.00E-01,-2.62E-03,10.880730
"144,039",-6.00E-01,-2.62E-03,10.880750
"144,040",-6.00E-01,-2.62E-03,10.880770
"144,041",-6.00E-01,-2.62E-03,10.880790
"144,042",-6.00E-01,-2.62E-03,10.880810
"144,043",-6.00E-01,-2.62E-03,10.880830
"144,044",-6.00E-01,-2.62E-03,10.880850
"144,045",-6.00E-01,-2.62E-03,10.880870
"144,046",-6.00E-01,-2.62E-03,10.880890
"144,047",-6.00E-01,-2.62E-03,10.880910
"144,048",-6.00E-01,-2.62E-03,10.880930
"144,049",-6.00E-01,-2.62E-03,10.880950
"144,050",-6.00E-01,-2.62E-03,10.880970
"144,051",-6.00E-01,-2.62E-03,10.880990
"144,052",-6.00E-01,-2.62E-03,10.881010
"144,053",-6.00E-01,-2.62E-03,10.881030
"144,054",-6.00E-01,-2.62E-03,10.881050
"144,055",-6.00E-01,-2.62E-03,10.881070
"144,056",-6.00E-01,-2.62E-03,10.881090
"144,057",-6.00E-01,-2.62E-03,10.881110
"144,058",-6.00E-01,-2.62E-03,10.881130
"144,059",-6.00E-01,-2.62E-03,10.881150
"144,060",-6.00E-01,-2.62E-03,10.881170
"144,061",-6.00E-01,-2.62E-03,10.881190
"144,062",-6.00E-01,-2.62E-03,10.881210
"144,063",-6.00E-01,-2.62E-03,10.881230
"144,064",-6.00E-01,-2.62E-03,10.881250
"144,065",-6.00E-01,-2.62E-03,10.881270
"144,066",-6.00E-01,-2.63E-03,10.881290
"144,067",-6.00E-01,-2.62E-03,10.881310
"144,068",-6.00E-01,-2.62E-03,10.881330
"144,069",-6.00E-01,-2.62E-03,10.881350
"144,070",-6.00E-01,-2.62E-03,10.881370
"144,071",-6.00E-01,-2.62E-03,10.881390
"144,072",-6.00E-01,-2.63E-03,10.881410
"144,073",-6.00E-01,-2.62E-03,10.881430
"144,074",-6.00E-01,-2.62E-03,10.881450
"144,075",-6.00E-01,-2.62E-03,10.881470
"144,076",-6.00E-01,-2.62E-03,10.881490
"144,077",-6.00E-01,-2.62E-03,10.881510
"144,078",-6.00E-01,-2.62E-03,10.881530
"144,079",-6.00E-01,-2.62E-03,10.881550
"144,080",-6.00E-01,-2.62E-03,10.881570
"144,081",-6.00E-01,-2.62E-03,10.881590
"144,082",-6.00E-01,-2.62E-03,10.881610
"144,083",-6.00E-01,-2.62E-03,10.881630
"144,084",-6.00E-01,-2.62E-03,10.881650
"144,085",-6.00E-01,-2.62E-03,10.881670
"144,086",-6.00E-01,-2.62E-03,10.881690
"144,087",-6.00E-01,-2.62E-03,10.881710
"144,088",-6.00E-01,-2.62E-03,10.881730
"144,089",-6.00E-01,-2.62E-03,10.881750
"144,090",-6.00E-01,-2.62E-03,10.881770
"144,091",-6.00E-01,-2.62E-03,10.881790
"144,092",-6.00E-01,-2.62E-03,10.881810
"144,093",-6.00E-01,-2.62E-03,10.881830
"144,094",-6.00E-01,-2.62E-03,10.881850
"144,095",-6.00E-01,-2.62E-03,10.881870
"144,096",-6.00E-01,-2.62E-03,10.881890
"144,097",-6.00E-01,-2.62E-03,10.881910
"144,098",-6.00E-01,-2.62E-03,10.881930
"144,099",-6.00E-01,-2.62E-03,10.881950
"144,100",-6.00E-01,-2.62E-03,10.881970
"144,101",-6.00E-01,-2.62E-03,10.881990
"144,102",-6.00E-01,-2.62E-03,10.882010
"144,103",-6.00E-01,-2.62E-03,10.882030
"144,104",-6.00E-01,-2.62E-03,10.882050
"144,105",-6.00E-01,-2.62E-03,10.882070
"144,106",-6.00E-01,-2.62E-03,10.882090
"144,107",-6.00E-01,-2.62E-03,10.882110
"144,108",-6.00E-01,-2.62E-03,10.882130
"144,109",-6.00E-01,-2.62E-03,10.882150
"144,110",-6.00E-01,-2.62E-03,10.882170
"144,111",-6.00E-01,-2.62E-03,10.882190
"144,112",-6.00E-01,-2.62E-03,10.882210
"144,113",-6.00E-01,-2.62E-03,10.882230
"144,114",-6.00E-01,-2.62E-03,10.882250
"144,115",-6.00E-01,-2.62E-03,10.882270
"144,116",-6.00E-01,-2.62E-03,10.882290
"144,117",-6.00E-01,-2.62E-03,10.882310
"144,118",-6.00E-01,-2.62E-03,10.882330
"144,119",-6.00E-01,-2.62E-03,10.882350
"144,120",-6.00E-01,-2.62E-03,10.882370
"144,121",-6.00E-01,-2.62E-03,10.882390
"144,122",-6.00E-01,-2.62E-03,10.882410
"144,123",-6.00E-01,-2.62E-03,10.882430
"144,124",-6.00E-01,-2.62E-03,10.882450
"144,125",-6.00E-01,-2.62E-03,10.882470
"144,126",-6.00E-01,-2.62E-03,10.882490
"144,127",-6.00E-01,-2.62E-03,10.882510
"144,128",-6.00E-01,-2.62E-03,10.882530
"144,129",-6.00E-01,-2.62E-03,10.882550
"144,130",-6.00E-01,-2.62E-03,10.882570
"144,131",-6.00E-01,-2.62E-03,10.882590
"144,132",-6.00E-01,-2.62E-03,10.882610
"144,133",-6.00E-01,-2.62E-03,10.882630
"144,134",-6.00E-01,-2.62E-03,10.882650
"144,135",-6.00E-01,-2.62E-03,10.882670
"144,136",-6.00E-01,-2.62E-03,10.882690
"144,137",-6.00E-01,-2.62E-03,10.882710
"144,138",-6.00E-01,-2.62E-03,10.882730
"144,139",-6.00E-01,-2.62E-03,10.882750
"144,140",-6.00E-01,-2.62E-03,10.882770
"144,141",-6.00E-01,-2.62E-03,10.882790
"144,142",-6.00E-01,-2.62E-03,10.882810
"144,143",-6.00E-01,-2.62E-03,10.882830
"144,144",-6.00E-01,-2.62E-03,10.882850
"144,145",-6.00E-01,-2.62E-03,10.882870
"144,146",-6.00E-01,-2.62E-03,10.882890
"144,147",-6.00E-01,-2.62E-03,10.882910
"144,148",-6.00E-01,-2.62E-03,10.882930
"144,149",-6.00E-01,-2.62E-03,10.882950
"144,150",-6.00E-01,-2.62E-03,10.882970
"144,151",-6.00E-01,-2.62E-03,10.882990
"144,152",-6.00E-01,-2.62E-03,10.883010
"144,153",-6.00E-01,-2.62E-03,10.883030
"144,154",-6.00E-01,-2.62E-03,10.883050
"144,155",-6.00E-01,-2.62E-03,10.883070
"144,156",-6.00E-01,-2.62E-03,10.883090
"144,157",-6.00E-01,-2.62E-03,10.883110
"144,158",-6.00E-01,-2.62E-03,10.883130
"144,159",-6.00E-01,-2.62E-03,10.883150
"144,160",-6.00E-01,-2.62E-03,10.883170
"144,161",-6.00E-01,-2.62E-03,10.883190
"144,162",-6.00E-01,-2.62E-03,10.883210
"144,163",-6.00E-01,-2.62E-03,10.883230
"144,164",-6.00E-01,-2.62E-03,10.883250
"144,165",-6.00E-01,-2.62E-03,10.883270
"144,166",-6.00E-01,-2.62E-03,10.883290
"144,167",-6.00E-01,-2.62E-03,10.883310
"144,168",-6.00E-01,-2.62E-03,10.883330
"144,169",-6.00E-01,-2.62E-03,10.883350
"144,170",-6.00E-01,-2.62E-03,10.883370
"144,171",-6.00E-01,-2.62E-03,10.883390
"144,172",-6.00E-01,-2.62E-03,10.883410
"144,173",-6.00E-01,-2.62E-03,10.883430
"144,174",-6.00E-01,-2.62E-03,10.883450
"144,175",-6.00E-01,-2.62E-03,10.883470
"144,176",-6.00E-01,-2.62E-03,10.883490
"144,177",-6.00E-01,-2.62E-03,10.883510
"144,178",-6.00E-01,-2.62E-03,10.883530
"144,179",-6.00E-01,-2.62E-03,10.883550
"144,180",-6.00E-01,-2.62E-03,10.883570
"144,181",-6.00E-01,-2.62E-03,10.883590
"144,182",-6.00E-01,-2.62E-03,10.883610
"144,183",-6.00E-01,-2.62E-03,10.883630
"144,184",-6.00E-01,-2.62E-03,10.883650
"144,185",-6.00E-01,-2.62E-03,10.883670
"144,186",-6.00E-01,-2.62E-03,10.883690
"144,187",-6.00E-01,-2.62E-03,10.883710
"144,188",-6.00E-01,-2.62E-03,10.883730
"144,189",-6.00E-01,-2.62E-03,10.883750
"144,190",-6.00E-01,-2.62E-03,10.883770
"144,191",-6.00E-01,-2.62E-03,10.883790
"144,192",-6.00E-01,-2.62E-03,10.883810
"144,193",-6.00E-01,-2.62E-03,10.883830
"144,194",-6.00E-01,-2.62E-03,10.883850
"144,195",-6.00E-01,-2.62E-03,10.883870
"144,196",-6.00E-01,-2.62E-03,10.883890
"144,197",-6.00E-01,-2.62E-03,10.883910
"144,198",-6.00E-01,-2.62E-03,10.883930
"144,199",-6.00E-01,-2.62E-03,10.883950
"144,200",-6.00E-01,-2.62E-03,10.883970
"144,201",-6.00E-01,-2.62E-03,10.883990
"144,202",-6.00E-01,-2.62E-03,10.884010
"144,203",-6.00E-01,-2.62E-03,10.884030
"144,204",-6.00E-01,-2.62E-03,10.884050
"144,205",-6.00E-01,-2.62E-03,10.884070
"144,206",-6.00E-01,-2.62E-03,10.884090
"144,207",-6.00E-01,-2.63E-03,10.884110
"144,208",-6.00E-01,-2.62E-03,10.884130
"144,209",-6.00E-01,-2.62E-03,10.884150
"144,210",-6.00E-01,-2.62E-03,10.884170
"144,211",-6.00E-01,-2.62E-03,10.884190
"144,212",-6.00E-01,-2.62E-03,10.884210
"144,213",-6.00E-01,-2.62E-03,10.884230
"144,214",-6.00E-01,-2.62E-03,10.884250
"144,215",-6.00E-01,-2.62E-03,10.884270
"144,216",-6.00E-01,-2.62E-03,10.884290
"144,217",-6.00E-01,-2.62E-03,10.884310
"144,218",-6.00E-01,-2.62E-03,10.884330
"144,219",-6.00E-01,-2.62E-03,10.884350
"144,220",-6.00E-01,-2.62E-03,10.884370
"144,221",-6.00E-01,-2.62E-03,10.884390
"144,222",-6.00E-01,-2.62E-03,10.884410
"144,223",-6.00E-01,-2.62E-03,10.884430
"144,224",-6.00E-01,-2.62E-03,10.884450
"144,225",-6.00E-01,-2.62E-03,10.884470
"144,226",-6.00E-01,-2.62E-03,10.884490
"144,227",-6.00E-01,-2.62E-03,10.884510
"144,228",-6.00E-01,-2.62E-03,10.884530
"144,229",-6.00E-01,-2.62E-03,10.884550
"144,230",-6.00E-01,-2.62E-03,10.884570
"144,231",-6.00E-01,-2.62E-03,10.884590
"144,232",-6.00E-01,-2.62E-03,10.884610
"144,233",-6.00E-01,-2.62E-03,10.884630
"144,234",-6.00E-01,-2.62E-03,10.884650
"144,235",-6.00E-01,-2.62E-03,10.884670
"144,236",-6.00E-01,-2.62E-03,10.884690
"144,237",-6.00E-01,-2.62E-03,10.884710
"144,238",-6.00E-01,-2.62E-03,10.884730
"144,239",-6.00E-01,-2.62E-03,10.884750
"144,240",-6.00E-01,-2.62E-03,10.884770
"144,241",-6.00E-01,-2.62E-03,10.884790
"144,242",-6.00E-01,-2.62E-03,10.884810
"144,243",-6.00E-01,-2.62E-03,10.884830
"144,244",-6.00E-01,-2.62E-03,10.884850
"144,245",-6.00E-01,-2.62E-03,10.884870
"144,246",-6.00E-01,-2.62E-03,10.884890
"144,247",-6.00E-01,-2.62E-03,10.884910
"144,248",-6.00E-01,-2.62E-03,10.884930
"144,249",-6.00E-01,-2.62E-03,10.884950
"144,250",-6.00E-01,-2.62E-03,10.884970
"144,251",-6.00E-01,-2.62E-03,10.884990
"144,252",-6.00E-01,-2.62E-03,10.885010
"144,253",-6.00E-01,-2.62E-03,10.885030
"144,254",-6.00E-01,-2.62E-03,10.885050
"144,255",-6.00E-01,-2.62E-03,10.885070
"144,256",-6.00E-01,-2.62E-03,10.885090
"144,257",-6.00E-01,-2.62E-03,10.885110
"144,258",-6.00E-01,-2.62E-03,10.885130
"144,259",-6.00E-01,-2.62E-03,10.885150
"144,260",-6.00E-01,-2.62E-03,10.885170
"144,261",-6.00E-01,-2.62E-03,10.885190
"144,262",-6.00E-01,-2.62E-03,10.885210
"144,263",-6.00E-01,-2.62E-03,10.885230
"144,264",-6.00E-01,-2.62E-03,10.885250
"144,265",-6.00E-01,-2.62E-03,10.885270
"144,266",-6.00E-01,-2.62E-03,10.885290
"144,267",-6.00E-01,-2.62E-03,10.885310
"144,268",-6.00E-01,-2.62E-03,10.885330
"144,269",-6.00E-01,-2.62E-03,10.885350
"144,270",-6.00E-01,-2.62E-03,10.885370
"144,271",-6.00E-01,-2.62E-03,10.885390
"144,272",-6.00E-01,-2.62E-03,10.885410
"144,273",-6.00E-01,-2.62E-03,10.885430
"144,274",-6.00E-01,-2.62E-03,10.885450
"144,275",-6.00E-01,-2.62E-03,10.885470
"144,276",-6.00E-01,-2.62E-03,10.885490
"144,277",-6.00E-01,-2.62E-03,10.885510
"144,278",-6.00E-01,-2.62E-03,10.885530
"144,279",-6.00E-01,-2.62E-03,10.885550
"144,280",-6.00E-01,-2.62E-03,10.885570
"144,281",-6.00E-01,-2.62E-03,10.885590
"144,282",-6.00E-01,-2.62E-03,10.885610
"144,283",-6.00E-01,-2.62E-03,10.885630
"144,284",-6.00E-01,-2.62E-03,10.885650
"144,285",-6.00E-01,-2.62E-03,10.885670
"144,286",-6.00E-01,-2.62E-03,10.885690
"144,287",-6.00E-01,-2.62E-03,10.885710
"144,288",-6.00E-01,-2.62E-03,10.885730
"144,289",-6.00E-01,-2.62E-03,10.885750
"144,290",-6.00E-01,-2.62E-03,10.885770
"144,291",-6.00E-01,-2.62E-03,10.885790
"144,292",-6.00E-01,-2.62E-03,10.885810
"144,293",-6.00E-01,-2.62E-03,10.885830
"144,294",-6.00E-01,-2.62E-03,10.885850
"144,295",-6.00E-01,-2.62E-03,10.885870
"144,296",-6.00E-01,-2.62E-03,10.885890
"144,297",-6.00E-01,-2.62E-03,10.885910
"144,298",-6.00E-01,-2.62E-03,10.885930
"144,299",-6.00E-01,-2.62E-03,10.885950
"144,300",-6.00E-01,-2.62E-03,10.885970
"144,301",-6.00E-01,-2.62E-03,10.885990
"144,302",-6.00E-01,-2.62E-03,10.886010
"144,303",-6.00E-01,-2.62E-03,10.886030
"144,304",-6.00E-01,-2.62E-03,10.886050
"144,305",-6.00E-01,-2.62E-03,10.886070
"144,306",-6.00E-01,-2.62E-03,10.886090
"144,307",-6.00E-01,-2.62E-03,10.886110
"144,308",-6.00E-01,-2.62E-03,10.886130
"144,309",-6.00E-01,-2.62E-03,10.886150
"144,310",-6.00E-01,-2.62E-03,10.886170
"144,311",-6.00E-01,-2.62E-03,10.886190
"144,312",-6.00E-01,-2.62E-03,10.886210
"144,313",-6.00E-01,-2.62E-03,10.886230
"144,314",-6.00E-01,-2.62E-03,10.886250
"144,315",-6.00E-01,-2.62E-03,10.886270
"144,316",-6.00E-01,-2.62E-03,10.886290
"144,317",-6.00E-01,-2.62E-03,10.886310
"144,318",-6.00E-01,-2.62E-03,10.886330
"144,319",-6.00E-01,-2.62E-03,10.886350
"144,320",-6.00E-01,-2.62E-03,10.886370
"144,321",-6.00E-01,-2.62E-03,10.886390
"144,322",-6.00E-01,-2.62E-03,10.886410
"144,323",-6.00E-01,-2.62E-03,10.886430
"144,324",-6.00E-01,-2.62E-03,10.886450
"144,325",-6.00E-01,-2.62E-03,10.886470
"144,326",-6.00E-01,-2.62E-03,10.886490
"144,327",-6.00E-01,-2.62E-03,10.886510
"144,328",-6.00E-01,-2.62E-03,10.886530
"144,329",-6.00E-01,-2.62E-03,10.886550
